Doc ID,Question,Ground Truth,Prediction,Score,Category,L2 Category,Stage,Is Changed,Text Output,NormalizedTextOutput,Cumulative Confidence 1,Cumulative Confidence 2,Cumulative Confidence 3,Cumulative Confidence 4
283,"Is this artwork created by trinquesse, louis-rolland? Please answer yes or no.",No,['No'],1.0,artwork,Unknown,Stage 0,True,['No'],no,0.6149,0.6149,,
283,"Is this artwork created by trinquesse, louis-rolland? Please answer yes or no.",No,['No'],1.0,artwork,Unknown,Stage 1,True,['Yes'],yes,0.5154,0.5154,,
283,"Is this artwork created by trinquesse, louis-rolland? Please answer yes or no.",No,['No'],1.0,artwork,Unknown,Stage 2,True,['No'],no,0.5268,0.5268,,
283,"Is this artwork created by trinquesse, louis-rolland? Please answer yes or no.",No,['No'],1.0,artwork,Unknown,Stage 3,True,['No'],no,0.5973,0.5973,,
284,"Is this artwork created by gossart, jan? Please answer yes or no.",Yes,['Yes'],1.0,artwork,Unknown,Stage 0,True,['No'],no,0.6756,0.6756,,
284,"Is this artwork created by gossart, jan? Please answer yes or no.",Yes,['Yes'],1.0,artwork,Unknown,Stage 1,True,['Yes'],yes,0.626,0.6259,,
284,"Is this artwork created by gossart, jan? Please answer yes or no.",Yes,['Yes'],1.0,artwork,Unknown,Stage 2,True,['Yes'],yes,0.8054,0.8054,,
284,"Is this artwork created by gossart, jan? Please answer yes or no.",Yes,['Yes'],1.0,artwork,Unknown,Stage 3,True,['Yes'],yes,0.8078,0.8078,,
285,"Is this artwork created by stanzione, massimo? Please answer yes or no.",No,['No'],1.0,artwork,Unknown,Stage 0,False,['No'],no,0.6891,0.6891,,
285,"Is this artwork created by stanzione, massimo? Please answer yes or no.",No,['No'],1.0,artwork,Unknown,Stage 1,False,['No'],no,0.6509,0.6509,,
285,"Is this artwork created by stanzione, massimo? Please answer yes or no.",No,['No'],1.0,artwork,Unknown,Stage 2,False,['No'],no,0.8075,0.8075,,
285,"Is this artwork created by stanzione, massimo? Please answer yes or no.",No,['No'],1.0,artwork,Unknown,Stage 3,False,['No'],no,0.805,0.805,,
286,Does this artwork exist in the form of painting? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 0,False,['Yes'],yes,0.5389,0.5389,,
286,Does this artwork exist in the form of painting? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 1,False,['Yes'],yes,0.9333,0.9333,,
286,Does this artwork exist in the form of painting? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 2,False,['Yes'],yes,0.9683,0.9683,,
286,Does this artwork exist in the form of painting? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 3,False,['Yes'],yes,0.974,0.974,,
287,Does this artwork exist in the form of graphics? Please answer yes or no.,No,['Yes'],0.0,artwork,Unknown,Stage 0,False,['Yes'],yes,0.8633,0.8632,,
287,Does this artwork exist in the form of graphics? Please answer yes or no.,No,['Yes'],0.0,artwork,Unknown,Stage 1,False,['Yes'],yes,0.5773,0.5773,,
287,Does this artwork exist in the form of graphics? Please answer yes or no.,No,['Yes'],0.0,artwork,Unknown,Stage 2,False,['Yes'],yes,0.7309,0.7308,,
287,Does this artwork exist in the form of graphics? Please answer yes or no.,No,['Yes'],0.0,artwork,Unknown,Stage 3,False,['Yes'],yes,0.679,0.679,,
288,Is this artwork titled vanitas? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 0,True,['No'],no,0.5114,0.5113,,
288,Is this artwork titled vanitas? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 1,True,['Yes'],yes,0.8785,0.8785,,
288,Is this artwork titled vanitas? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 2,True,['Yes'],yes,0.8808,0.8808,,
288,Is this artwork titled vanitas? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 3,True,['Yes'],yes,0.7967,0.7967,,
289,Is this artwork titled legend of st francis: 18. apparition at arles (detail)? Please answer yes or no.,No,['Yes'],0.0,artwork,Unknown,Stage 0,False,['Yes'],yes,0.5735,0.5735,,
289,Is this artwork titled legend of st francis: 18. apparition at arles (detail)? Please answer yes or no.,No,['Yes'],0.0,artwork,Unknown,Stage 1,False,['Yes'],yes,0.7604,0.7604,,
289,Is this artwork titled legend of st francis: 18. apparition at arles (detail)? Please answer yes or no.,No,['Yes'],0.0,artwork,Unknown,Stage 2,False,['Yes'],yes,0.5579,0.5579,,
289,Is this artwork titled legend of st francis: 18. apparition at arles (detail)? Please answer yes or no.,No,['Yes'],0.0,artwork,Unknown,Stage 3,False,['Yes'],yes,0.5501,0.5501,,
290,Is this artwork created by michelangelo buonarroti? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 0,True,['No'],no,0.9654,0.9654,,
290,Is this artwork created by michelangelo buonarroti? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 1,True,['Yes'],yes,0.5888,0.5888,,
290,Is this artwork created by michelangelo buonarroti? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 2,True,['No'],no,0.4999,0.4999,,
290,Is this artwork created by michelangelo buonarroti? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 3,True,['Yes'],yes,0.6,0.6,,
291,"Is this artwork created by beuckelaer, joachim? Please answer yes or no.",No,['Yes'],0.0,artwork,Unknown,Stage 0,True,['No'],no,0.6722,0.6722,,
291,"Is this artwork created by beuckelaer, joachim? Please answer yes or no.",No,['Yes'],0.0,artwork,Unknown,Stage 1,True,['Yes'],yes,0.6512,0.6512,,
291,"Is this artwork created by beuckelaer, joachim? Please answer yes or no.",No,['Yes'],0.0,artwork,Unknown,Stage 2,True,['Yes'],yes,0.6616,0.6616,,
291,"Is this artwork created by beuckelaer, joachim? Please answer yes or no.",No,['Yes'],0.0,artwork,Unknown,Stage 3,True,['Yes'],yes,0.5541,0.5541,,
292,Is this artwork titled allegory of the regency? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 0,True,['No'],no,0.6223,0.6222,,
292,Is this artwork titled allegory of the regency? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 1,True,['Yes'],yes,0.8286,0.8286,,
292,Is this artwork titled allegory of the regency? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 2,True,['Yes'],yes,0.8496,0.8496,,
292,Is this artwork titled allegory of the regency? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 3,True,['Yes'],yes,0.824,0.8239,,
293,Is this artwork titled breton woman bathing? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 0,True,['No'],no,0.5621,0.562,,
293,Is this artwork titled breton woman bathing? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 1,True,['Yes'],yes,0.5848,0.5847,,
293,Is this artwork titled breton woman bathing? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 2,True,['No'],no,0.5576,0.5574,,
293,Is this artwork titled breton woman bathing? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 3,True,['No'],no,0.6504,0.6503,,
294,"Is this artwork created by hamen, juan van der? Please answer yes or no.",Yes,['No'],0.0,artwork,Unknown,Stage 0,False,['No'],no,0.7833,0.7833,,
294,"Is this artwork created by hamen, juan van der? Please answer yes or no.",Yes,['No'],0.0,artwork,Unknown,Stage 1,False,['No'],no,0.6383,0.6382,,
294,"Is this artwork created by hamen, juan van der? Please answer yes or no.",Yes,['No'],0.0,artwork,Unknown,Stage 2,False,['No'],no,0.5965,0.5964,,
294,"Is this artwork created by hamen, juan van der? Please answer yes or no.",Yes,['No'],0.0,artwork,Unknown,Stage 3,False,['No'],no,0.5493,0.5493,,
295,"Is this artwork created by starnina, gherardo di jacopo? Please answer yes or no.",No,['No'],1.0,artwork,Unknown,Stage 0,False,['No'],no,0.7459,0.7459,,
295,"Is this artwork created by starnina, gherardo di jacopo? Please answer yes or no.",No,['No'],1.0,artwork,Unknown,Stage 1,False,['No'],no,0.5961,0.5961,,
295,"Is this artwork created by starnina, gherardo di jacopo? Please answer yes or no.",No,['No'],1.0,artwork,Unknown,Stage 2,False,['No'],no,0.6788,0.6788,,
295,"Is this artwork created by starnina, gherardo di jacopo? Please answer yes or no.",No,['No'],1.0,artwork,Unknown,Stage 3,False,['No'],no,0.7453,0.7453,,
296,Is this artwork displayed in private collection? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 0,False,['Yes'],yes,0.5926,0.5925,,
296,Is this artwork displayed in private collection? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 1,False,['Yes'],yes,0.7024,0.7023,,
296,Is this artwork displayed in private collection? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 2,False,['Yes'],yes,0.8286,0.8286,,
296,Is this artwork displayed in private collection? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 3,False,['Yes'],yes,0.8373,0.8373,,
297,"Is this artwork displayed in san francesco d'assisi, pavia? Please answer yes or no.",No,['No'],1.0,artwork,Unknown,Stage 0,True,['No'],no,0.6583,0.6583,,
297,"Is this artwork displayed in san francesco d'assisi, pavia? Please answer yes or no.",No,['No'],1.0,artwork,Unknown,Stage 1,True,['Yes'],yes,0.5311,0.5311,,
297,"Is this artwork displayed in san francesco d'assisi, pavia? Please answer yes or no.",No,['No'],1.0,artwork,Unknown,Stage 2,True,['Yes'],yes,0.531,0.531,,
297,"Is this artwork displayed in san francesco d'assisi, pavia? Please answer yes or no.",No,['No'],1.0,artwork,Unknown,Stage 3,True,['No'],no,0.5193,0.5193,,
298,Is this artwork created by giorgione? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 0,True,['No'],no,0.9481,0.9481,,
298,Is this artwork created by giorgione? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 1,True,['Yes'],yes,0.585,0.585,,
298,Is this artwork created by giorgione? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 2,True,['Yes'],yes,0.8078,0.8078,,
298,Is this artwork created by giorgione? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 3,True,['Yes'],yes,0.8262,0.8262,,
299,"Is this artwork created by marilhat, prosper? Please answer yes or no.",No,['No'],1.0,artwork,Unknown,Stage 0,True,['No'],no,0.7221,0.722,,
299,"Is this artwork created by marilhat, prosper? Please answer yes or no.",No,['No'],1.0,artwork,Unknown,Stage 1,True,['No'],no,0.5971,0.5971,,
299,"Is this artwork created by marilhat, prosper? Please answer yes or no.",No,['No'],1.0,artwork,Unknown,Stage 2,True,['Yes'],yes,0.5005,0.5004,,
299,"Is this artwork created by marilhat, prosper? Please answer yes or no.",No,['No'],1.0,artwork,Unknown,Stage 3,True,['No'],no,0.5079,0.5078,,
300,Is this artwork titled the victory of eucharistic truth over heresy? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 0,False,['Yes'],yes,0.6148,0.6148,,
300,Is this artwork titled the victory of eucharistic truth over heresy? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 1,False,['Yes'],yes,0.8192,0.8192,,
300,Is this artwork titled the victory of eucharistic truth over heresy? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 2,False,['Yes'],yes,0.8362,0.8362,,
300,Is this artwork titled the victory of eucharistic truth over heresy? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 3,False,['Yes'],yes,0.8623,0.8623,,
301,Is this artwork titled a sunday afternoon on the ile de la grande jatte? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 0,True,['Yes'],yes,0.5077,0.5077,,
301,Is this artwork titled a sunday afternoon on the ile de la grande jatte? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 1,True,['Yes'],yes,0.7023,0.7022,,
301,Is this artwork titled a sunday afternoon on the ile de la grande jatte? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 2,True,['No'],no,0.8051,0.8051,,
301,Is this artwork titled a sunday afternoon on the ile de la grande jatte? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 3,True,['No'],no,0.5188,0.5187,,
302,Does this artwork belong to the type of genre? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 0,False,['Yes'],yes,0.5962,0.5962,,
302,Does this artwork belong to the type of genre? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 1,False,['Yes'],yes,0.6121,0.612,,
302,Does this artwork belong to the type of genre? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 2,False,['Yes'],yes,0.5175,0.5175,,
302,Does this artwork belong to the type of genre? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 3,False,['Yes'],yes,0.6173,0.6173,,
303,Does this artwork belong to the type of religious? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 0,True,['Yes'],yes,0.5116,0.5115,,
303,Does this artwork belong to the type of religious? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 1,True,['No'],no,0.5153,0.5153,,
303,Does this artwork belong to the type of religious? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 2,True,['No'],no,0.7687,0.7687,,
303,Does this artwork belong to the type of religious? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 3,True,['No'],no,0.7546,0.7545,,
304,Is this artwork created by raffaello sanzio? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 0,True,['No'],no,0.9363,0.9362,,
304,Is this artwork created by raffaello sanzio? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 1,True,['Yes'],yes,0.7981,0.7981,,
304,Is this artwork created by raffaello sanzio? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 2,True,['Yes'],yes,0.769,0.7689,,
304,Is this artwork created by raffaello sanzio? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 3,True,['Yes'],yes,0.8288,0.8288,,
305,Is this artwork created by simon von taisten? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 0,True,['No'],no,0.626,0.626,,
305,Is this artwork created by simon von taisten? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 1,True,['Yes'],yes,0.562,0.562,,
305,Is this artwork created by simon von taisten? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 2,True,['Yes'],yes,0.5887,0.5887,,
305,Is this artwork created by simon von taisten? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 3,True,['No'],no,0.5348,0.5348,,
306,Is this artwork titled weir? Please answer yes or no.,Yes,['No'],0.0,artwork,Unknown,Stage 0,True,['Yes'],yes,0.5179,0.5178,,
306,Is this artwork titled weir? Please answer yes or no.,Yes,['No'],0.0,artwork,Unknown,Stage 1,True,['Yes'],yes,0.5977,0.5976,,
306,Is this artwork titled weir? Please answer yes or no.,Yes,['No'],0.0,artwork,Unknown,Stage 2,True,['No'],no,0.5009,0.5008,,
306,Is this artwork titled weir? Please answer yes or no.,Yes,['No'],0.0,artwork,Unknown,Stage 3,True,['No'],no,0.5521,0.5518,,
307,Is this artwork titled view of the window wall? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 0,False,['No'],no,0.5657,0.5657,,
307,Is this artwork titled view of the window wall? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 1,False,['No'],no,0.5491,0.5489,,
307,Is this artwork titled view of the window wall? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 2,False,['No'],no,0.6345,0.6341,,
307,Is this artwork titled view of the window wall? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 3,False,['No'],no,0.5089,0.5065,,
308,"Is this artwork created by herring, john frederick the younger? Please answer yes or no.",Yes,['Yes'],1.0,artwork,Unknown,Stage 0,True,['No'],no,0.8557,0.8557,,
308,"Is this artwork created by herring, john frederick the younger? Please answer yes or no.",Yes,['Yes'],1.0,artwork,Unknown,Stage 1,True,['Yes'],yes,0.6,0.6,,
308,"Is this artwork created by herring, john frederick the younger? Please answer yes or no.",Yes,['Yes'],1.0,artwork,Unknown,Stage 2,True,['Yes'],yes,0.7056,0.7056,,
308,"Is this artwork created by herring, john frederick the younger? Please answer yes or no.",Yes,['Yes'],1.0,artwork,Unknown,Stage 3,True,['Yes'],yes,0.6074,0.6074,,
309,"Is this artwork created by cozens, john robert? Please answer yes or no.",No,['Yes'],0.0,artwork,Unknown,Stage 0,True,['No'],no,0.5697,0.5697,,
309,"Is this artwork created by cozens, john robert? Please answer yes or no.",No,['Yes'],0.0,artwork,Unknown,Stage 1,True,['Yes'],yes,0.6652,0.6652,,
309,"Is this artwork created by cozens, john robert? Please answer yes or no.",No,['Yes'],0.0,artwork,Unknown,Stage 2,True,['Yes'],yes,0.6823,0.6823,,
309,"Is this artwork created by cozens, john robert? Please answer yes or no.",No,['Yes'],0.0,artwork,Unknown,Stage 3,True,['Yes'],yes,0.5961,0.5961,,
310,Does this artwork exist in the form of painting? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 0,True,['No'],no,0.626,0.626,,
310,Does this artwork exist in the form of painting? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 1,True,['Yes'],yes,0.9172,0.9172,,
310,Does this artwork exist in the form of painting? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 2,True,['Yes'],yes,0.9787,0.9786,,
310,Does this artwork exist in the form of painting? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 3,True,['Yes'],yes,0.9776,0.9776,,
311,Does this artwork exist in the form of mosaic? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 0,True,['Yes'],yes,0.535,0.535,,
311,Does this artwork exist in the form of mosaic? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 1,True,['No'],no,0.737,0.737,,
311,Does this artwork exist in the form of mosaic? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 2,True,['No'],no,0.9032,0.9032,,
311,Does this artwork exist in the form of mosaic? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 3,True,['No'],no,0.9123,0.9123,,
312,"Is this artwork created by werff, pieter van der? Please answer yes or no.",Yes,['Yes'],1.0,artwork,Unknown,Stage 0,False,['Yes'],yes,0.6112,0.6112,,
312,"Is this artwork created by werff, pieter van der? Please answer yes or no.",Yes,['Yes'],1.0,artwork,Unknown,Stage 1,False,['Yes'],yes,0.6074,0.6074,,
312,"Is this artwork created by werff, pieter van der? Please answer yes or no.",Yes,['Yes'],1.0,artwork,Unknown,Stage 2,False,['Yes'],yes,0.7213,0.7213,,
312,"Is this artwork created by werff, pieter van der? Please answer yes or no.",Yes,['Yes'],1.0,artwork,Unknown,Stage 3,False,['Yes'],yes,0.6684,0.6684,,
313,"Is this artwork created by domenichini, apollonio? Please answer yes or no.",No,['No'],1.0,artwork,Unknown,Stage 0,False,['No'],no,0.5998,0.5998,,
313,"Is this artwork created by domenichini, apollonio? Please answer yes or no.",No,['No'],1.0,artwork,Unknown,Stage 1,False,['No'],no,0.5578,0.5578,,
313,"Is this artwork created by domenichini, apollonio? Please answer yes or no.",No,['No'],1.0,artwork,Unknown,Stage 2,False,['No'],no,0.6154,0.6154,,
313,"Is this artwork created by domenichini, apollonio? Please answer yes or no.",No,['No'],1.0,artwork,Unknown,Stage 3,False,['No'],no,0.5583,0.5582,,
314,Does this artwork belong to the type of historical? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 0,True,['No'],no,0.6149,0.6148,,
314,Does this artwork belong to the type of historical? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 1,True,['Yes'],yes,0.7977,0.7977,,
314,Does this artwork belong to the type of historical? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 2,True,['Yes'],yes,0.9223,0.9223,,
314,Does this artwork belong to the type of historical? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 3,True,['Yes'],yes,0.9051,0.9051,,
315,Does this artwork belong to the type of interior? Please answer yes or no.,No,['Yes'],0.0,artwork,Unknown,Stage 0,True,['No'],no,0.565,0.565,,
315,Does this artwork belong to the type of interior? Please answer yes or no.,No,['Yes'],0.0,artwork,Unknown,Stage 1,True,['Yes'],yes,0.8503,0.8503,,
315,Does this artwork belong to the type of interior? Please answer yes or no.,No,['Yes'],0.0,artwork,Unknown,Stage 2,True,['Yes'],yes,0.8482,0.8482,,
315,Does this artwork belong to the type of interior? Please answer yes or no.,No,['Yes'],0.0,artwork,Unknown,Stage 3,True,['Yes'],yes,0.8831,0.8831,,
316,Does this artwork exist in the form of illumination? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 0,True,['No'],no,0.6441,0.6441,,
316,Does this artwork exist in the form of illumination? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 1,True,['Yes'],yes,0.831,0.831,,
316,Does this artwork exist in the form of illumination? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 2,True,['Yes'],yes,0.951,0.951,,
316,Does this artwork exist in the form of illumination? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 3,True,['Yes'],yes,0.9658,0.9658,,
317,Does this artwork exist in the form of furniture? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 0,False,['No'],no,0.808,0.8079,,
317,Does this artwork exist in the form of furniture? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 1,False,['No'],no,0.9424,0.9424,,
317,Does this artwork exist in the form of furniture? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 2,False,['No'],no,0.9572,0.9572,,
317,Does this artwork exist in the form of furniture? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 3,False,['No'],no,0.9572,0.9572,,
318,Does this artwork belong to the type of religious? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 0,True,['No'],no,0.6547,0.6547,,
318,Does this artwork belong to the type of religious? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 1,True,['Yes'],yes,0.9071,0.907,,
318,Does this artwork belong to the type of religious? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 2,True,['Yes'],yes,0.9709,0.9709,,
318,Does this artwork belong to the type of religious? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 3,True,['Yes'],yes,0.9555,0.9555,,
319,Does this artwork belong to the type of landscape? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 0,False,['No'],no,0.9372,0.9371,,
319,Does this artwork belong to the type of landscape? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 1,False,['No'],no,0.8975,0.8975,,
319,Does this artwork belong to the type of landscape? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 2,False,['No'],no,0.8668,0.8667,,
319,Does this artwork belong to the type of landscape? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 3,False,['No'],no,0.8374,0.8373,,
320,Does this artwork belong to the type of religious? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 0,True,['No'],no,0.5659,0.5659,,
320,Does this artwork belong to the type of religious? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 1,True,['Yes'],yes,0.935,0.935,,
320,Does this artwork belong to the type of religious? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 2,True,['Yes'],yes,0.9878,0.9878,,
320,Does this artwork belong to the type of religious? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 3,True,['Yes'],yes,0.9866,0.9866,,
321,Does this artwork belong to the type of mythological? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 0,True,['Yes'],yes,0.7633,0.7633,,
321,Does this artwork belong to the type of mythological? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 1,True,['Yes'],yes,0.877,0.877,,
321,Does this artwork belong to the type of mythological? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 2,True,['No'],no,0.5307,0.5307,,
321,Does this artwork belong to the type of mythological? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 3,True,['No'],no,0.8257,0.8257,,
322,"Is this artwork displayed in art museum, saint louis? Please answer yes or no.",Yes,['Yes'],1.0,artwork,Unknown,Stage 0,False,['Yes'],yes,0.5964,0.5963,,
322,"Is this artwork displayed in art museum, saint louis? Please answer yes or no.",Yes,['Yes'],1.0,artwork,Unknown,Stage 1,False,['Yes'],yes,0.7771,0.7771,,
322,"Is this artwork displayed in art museum, saint louis? Please answer yes or no.",Yes,['Yes'],1.0,artwork,Unknown,Stage 2,False,['Yes'],yes,0.7847,0.7847,,
322,"Is this artwork displayed in art museum, saint louis? Please answer yes or no.",Yes,['Yes'],1.0,artwork,Unknown,Stage 3,False,['Yes'],yes,0.7336,0.7336,,
323,"Is this artwork displayed in museo civico d'arte antica, turin? Please answer yes or no.",No,['Yes'],0.0,artwork,Unknown,Stage 0,False,['Yes'],yes,0.6296,0.6296,,
323,"Is this artwork displayed in museo civico d'arte antica, turin? Please answer yes or no.",No,['Yes'],0.0,artwork,Unknown,Stage 1,False,['Yes'],yes,0.8477,0.8477,,
323,"Is this artwork displayed in museo civico d'arte antica, turin? Please answer yes or no.",No,['Yes'],0.0,artwork,Unknown,Stage 2,False,['Yes'],yes,0.7244,0.7244,,
323,"Is this artwork displayed in museo civico d'arte antica, turin? Please answer yes or no.",No,['Yes'],0.0,artwork,Unknown,Stage 3,False,['Yes'],yes,0.7336,0.7336,,
324,Does this artwork belong to the type of landscape? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 0,True,['No'],no,0.6477,0.6476,,
324,Does this artwork belong to the type of landscape? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 1,True,['Yes'],yes,0.9842,0.9842,,
324,Does this artwork belong to the type of landscape? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 2,True,['Yes'],yes,0.982,0.982,,
324,Does this artwork belong to the type of landscape? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 3,True,['Yes'],yes,0.9737,0.9737,,
325,Does this artwork belong to the type of religious? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 0,True,['Yes'],yes,0.5582,0.5581,,
325,Does this artwork belong to the type of religious? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 1,True,['No'],no,0.7459,0.7459,,
325,Does this artwork belong to the type of religious? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 2,True,['No'],no,0.8196,0.8196,,
325,Does this artwork belong to the type of religious? Please answer yes or no.,No,['No'],1.0,artwork,Unknown,Stage 3,True,['No'],no,0.7631,0.7631,,
326,"Is this artwork displayed in museo del prado, madrid? Please answer yes or no.",Yes,['Yes'],1.0,artwork,Unknown,Stage 0,True,['No'],no,0.7905,0.7904,,
326,"Is this artwork displayed in museo del prado, madrid? Please answer yes or no.",Yes,['Yes'],1.0,artwork,Unknown,Stage 1,True,['Yes'],yes,0.7153,0.7153,,
326,"Is this artwork displayed in museo del prado, madrid? Please answer yes or no.",Yes,['Yes'],1.0,artwork,Unknown,Stage 2,True,['Yes'],yes,0.8374,0.8374,,
326,"Is this artwork displayed in museo del prado, madrid? Please answer yes or no.",Yes,['Yes'],1.0,artwork,Unknown,Stage 3,True,['Yes'],yes,0.8264,0.8264,,
327,"Is this artwork displayed in state tretyakov gallery, moscow? Please answer yes or no.",No,['Yes'],0.0,artwork,Unknown,Stage 0,True,['No'],no,0.615,0.615,,
