Doc ID,Question,Answer,Ground Truth,Prediction,Score,Category,L2 Category,Stage,Text Output,Cumulative Confidences
933,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9963, device='cuda:3')"", ""tensor(0.9963, device='cuda:3')""]"
933,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9963, device='cuda:3')"", ""tensor(0.9963, device='cuda:3')""]"
934,Is there a dining table in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8499, device='cuda:3')"", ""tensor(0.8499, device='cuda:3')""]"
934,Is there a dining table in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9424, device='cuda:3')"", ""tensor(0.9424, device='cuda:3')""]"
934,Is there a dining table in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9850, device='cuda:3')"", ""tensor(0.9850, device='cuda:3')""]"
934,Is there a dining table in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9693, device='cuda:3')"", ""tensor(0.9693, device='cuda:3')""]"
935,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8519, device='cuda:3')"", ""tensor(0.8519, device='cuda:3')""]"
935,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.8687, device='cuda:3')"", ""tensor(0.8687, device='cuda:3')""]"
935,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9763, device='cuda:3')"", ""tensor(0.9763, device='cuda:3')""]"
935,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9752, device='cuda:3')"", ""tensor(0.9752, device='cuda:3')""]"
936,Is there a pizza in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8519, device='cuda:3')"", ""tensor(0.8518, device='cuda:3')""]"
936,Is there a pizza in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],"[""tensor(0.9852, device='cuda:3')"", ""tensor(0.9852, device='cuda:3')""]"
936,Is there a pizza in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.9848, device='cuda:3')"", ""tensor(0.9848, device='cuda:3')""]"
936,Is there a pizza in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],"[""tensor(0.9744, device='cuda:3')"", ""tensor(0.9744, device='cuda:3')""]"
937,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8723, device='cuda:3')"", ""tensor(0.8723, device='cuda:3')""]"
937,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9732, device='cuda:3')"", ""tensor(0.9732, device='cuda:3')""]"
937,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9924, device='cuda:3')"", ""tensor(0.9924, device='cuda:3')""]"
937,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9908, device='cuda:3')"", ""tensor(0.9908, device='cuda:3')""]"
938,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.9615, device='cuda:3')"", ""tensor(0.9615, device='cuda:3')""]"
938,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.7401, device='cuda:3')"", ""tensor(0.7401, device='cuda:3')""]"
938,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.8652, device='cuda:3')"", ""tensor(0.8651, device='cuda:3')""]"
938,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],"[""tensor(0.9252, device='cuda:3')"", ""tensor(0.9252, device='cuda:3')""]"
939,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.9207, device='cuda:3')"", ""tensor(0.9207, device='cuda:3')""]"
939,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9219, device='cuda:3')"", ""tensor(0.9219, device='cuda:3')""]"
939,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9609, device='cuda:3')"", ""tensor(0.9609, device='cuda:3')""]"
939,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9679, device='cuda:3')"", ""tensor(0.9679, device='cuda:3')""]"
940,Is there a dining table in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.9072, device='cuda:3')"", ""tensor(0.9072, device='cuda:3')""]"
940,Is there a dining table in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],"[""tensor(0.5077, device='cuda:3')"", ""tensor(0.5077, device='cuda:3')""]"
940,Is there a dining table in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.7930, device='cuda:3')"", ""tensor(0.7930, device='cuda:3')""]"
940,Is there a dining table in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],"[""tensor(0.7431, device='cuda:3')"", ""tensor(0.7431, device='cuda:3')""]"
941,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8669, device='cuda:3')"", ""tensor(0.8669, device='cuda:3')""]"
941,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9559, device='cuda:3')"", ""tensor(0.9559, device='cuda:3')""]"
941,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9805, device='cuda:3')"", ""tensor(0.9805, device='cuda:3')""]"
941,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9901, device='cuda:3')"", ""tensor(0.9901, device='cuda:3')""]"
942,Is there a person in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.7930, device='cuda:3')"", ""tensor(0.7930, device='cuda:3')""]"
942,Is there a person in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9833, device='cuda:3')"", ""tensor(0.9833, device='cuda:3')""]"
942,Is there a person in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9907, device='cuda:3')"", ""tensor(0.9907, device='cuda:3')""]"
942,Is there a person in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9857, device='cuda:3')"", ""tensor(0.9857, device='cuda:3')""]"
943,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8221, device='cuda:3')"", ""tensor(0.8221, device='cuda:3')""]"
943,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9845, device='cuda:3')"", ""tensor(0.9845, device='cuda:3')""]"
943,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9952, device='cuda:3')"", ""tensor(0.9952, device='cuda:3')""]"
943,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9928, device='cuda:3')"", ""tensor(0.9928, device='cuda:3')""]"
944,Is there a cup in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.7826, device='cuda:3')"", ""tensor(0.7825, device='cuda:3')""]"
944,Is there a cup in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9457, device='cuda:3')"", ""tensor(0.9457, device='cuda:3')""]"
944,Is there a cup in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9840, device='cuda:3')"", ""tensor(0.9840, device='cuda:3')""]"
944,Is there a cup in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9539, device='cuda:3')"", ""tensor(0.9539, device='cuda:3')""]"
945,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8396, device='cuda:3')"", ""tensor(0.8396, device='cuda:3')""]"
945,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9465, device='cuda:3')"", ""tensor(0.9465, device='cuda:3')""]"
945,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9799, device='cuda:3')"", ""tensor(0.9799, device='cuda:3')""]"
945,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9855, device='cuda:3')"", ""tensor(0.9855, device='cuda:3')""]"
946,Is there a cake in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8807, device='cuda:3')"", ""tensor(0.8807, device='cuda:3')""]"
946,Is there a cake in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],"[""tensor(0.9111, device='cuda:3')"", ""tensor(0.9111, device='cuda:3')""]"
946,Is there a cake in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.9637, device='cuda:3')"", ""tensor(0.9637, device='cuda:3')""]"
946,Is there a cake in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],"[""tensor(0.9777, device='cuda:3')"", ""tensor(0.9777, device='cuda:3')""]"
947,Is there a bottle in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8080, device='cuda:3')"", ""tensor(0.8079, device='cuda:3')""]"
947,Is there a bottle in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9879, device='cuda:3')"", ""tensor(0.9879, device='cuda:3')""]"
947,Is there a bottle in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9963, device='cuda:3')"", ""tensor(0.9963, device='cuda:3')""]"
947,Is there a bottle in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9969, device='cuda:3')"", ""tensor(0.9969, device='cuda:3')""]"
948,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.9603, device='cuda:3')"", ""tensor(0.9603, device='cuda:3')""]"
948,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],"[""tensor(0.9433, device='cuda:3')"", ""tensor(0.9433, device='cuda:3')""]"
948,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.9793, device='cuda:3')"", ""tensor(0.9793, device='cuda:3')""]"
948,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],"[""tensor(0.9796, device='cuda:3')"", ""tensor(0.9796, device='cuda:3')""]"
949,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8990, device='cuda:3')"", ""tensor(0.8990, device='cuda:3')""]"
949,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9883, device='cuda:3')"", ""tensor(0.9883, device='cuda:3')""]"
949,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9938, device='cuda:3')"", ""tensor(0.9938, device='cuda:3')""]"
949,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9937, device='cuda:3')"", ""tensor(0.9937, device='cuda:3')""]"
950,Is there a handbag in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8396, device='cuda:3')"", ""tensor(0.8396, device='cuda:3')""]"
950,Is there a handbag in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9424, device='cuda:3')"", ""tensor(0.9424, device='cuda:3')""]"
950,Is there a handbag in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.7662, device='cuda:3')"", ""tensor(0.7662, device='cuda:3')""]"
950,Is there a handbag in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.8104, device='cuda:3')"", ""tensor(0.8104, device='cuda:3')""]"
951,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8651, device='cuda:3')"", ""tensor(0.8651, device='cuda:3')""]"
951,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9748, device='cuda:3')"", ""tensor(0.9748, device='cuda:3')""]"
951,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9895, device='cuda:3')"", ""tensor(0.9895, device='cuda:3')""]"
951,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9913, device='cuda:3')"", ""tensor(0.9913, device='cuda:3')""]"
952,Is there a bottle in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8887, device='cuda:3')"", ""tensor(0.8886, device='cuda:3')""]"
952,Is there a bottle in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.5155, device='cuda:3')"", ""tensor(0.5155, device='cuda:3')""]"
952,Is there a bottle in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.9825, device='cuda:3')"", ""tensor(0.9825, device='cuda:3')""]"
952,Is there a bottle in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],"[""tensor(0.9473, device='cuda:3')"", ""tensor(0.9473, device='cuda:3')""]"
953,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8807, device='cuda:3')"", ""tensor(0.8807, device='cuda:3')""]"
953,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.7024, device='cuda:3')"", ""tensor(0.7024, device='cuda:3')""]"
953,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.5389, device='cuda:3')"", ""tensor(0.5389, device='cuda:3')""]"
953,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.7690, device='cuda:3')"", ""tensor(0.7690, device='cuda:3')""]"
954,Is there a bowl in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8417, device='cuda:3')"", ""tensor(0.8417, device='cuda:3')""]"
954,Is there a bowl in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9518, device='cuda:3')"", ""tensor(0.9518, device='cuda:3')""]"
954,Is there a bowl in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.8824, device='cuda:3')"", ""tensor(0.8824, device='cuda:3')""]"
954,Is there a bowl in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],"[""tensor(0.9032, device='cuda:3')"", ""tensor(0.9032, device='cuda:3')""]"
955,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8417, device='cuda:3')"", ""tensor(0.8417, device='cuda:3')""]"
955,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.6756, device='cuda:3')"", ""tensor(0.6756, device='cuda:3')""]"
955,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9304, device='cuda:3')"", ""tensor(0.9304, device='cuda:3')""]"
955,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.7718, device='cuda:3')"", ""tensor(0.7718, device='cuda:3')""]"
956,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.9343, device='cuda:3')"", ""tensor(0.9343, device='cuda:3')""]"
956,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9658, device='cuda:3')"", ""tensor(0.9658, device='cuda:3')""]"
956,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.6477, device='cuda:3')"", ""tensor(0.6477, device='cuda:3')""]"
956,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],"[""tensor(0.6825, device='cuda:3')"", ""tensor(0.6825, device='cuda:3')""]"
957,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8031, device='cuda:3')"", ""tensor(0.8031, device='cuda:3')""]"
957,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9597, device='cuda:3')"", ""tensor(0.9597, device='cuda:3')""]"
957,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9948, device='cuda:3')"", ""tensor(0.9948, device='cuda:3')""]"
957,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9931, device='cuda:3')"", ""tensor(0.9931, device='cuda:3')""]"
958,Is there a laptop in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.6992, device='cuda:3')"", ""tensor(0.6991, device='cuda:3')""]"
958,Is there a laptop in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.5926, device='cuda:3')"", ""tensor(0.5926, device='cuda:3')""]"
958,Is there a laptop in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.9744, device='cuda:3')"", ""tensor(0.9744, device='cuda:3')""]"
958,Is there a laptop in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],"[""tensor(0.9857, device='cuda:3')"", ""tensor(0.9857, device='cuda:3')""]"
959,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8438, device='cuda:3')"", ""tensor(0.8438, device='cuda:3')""]"
959,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.7089, device='cuda:3')"", ""tensor(0.7089, device='cuda:3')""]"
959,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.8757, device='cuda:3')"", ""tensor(0.8757, device='cuda:3')""]"
959,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9059, device='cuda:3')"", ""tensor(0.9059, device='cuda:3')""]"
960,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.7310, device='cuda:3')"", ""tensor(0.7310, device='cuda:3')""]"
960,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],"[""tensor(0.9407, device='cuda:3')"", ""tensor(0.9407, device='cuda:3')""]"
960,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.9790, device='cuda:3')"", ""tensor(0.9790, device='cuda:3')""]"
960,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],"[""tensor(0.9843, device='cuda:3')"", ""tensor(0.9843, device='cuda:3')""]"
961,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.9072, device='cuda:3')"", ""tensor(0.9072, device='cuda:3')""]"
961,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9852, device='cuda:3')"", ""tensor(0.9852, device='cuda:3')""]"
961,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9883, device='cuda:3')"", ""tensor(0.9883, device='cuda:3')""]"
961,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9898, device='cuda:3')"", ""tensor(0.9898, device='cuda:3')""]"
962,Is there a sports ball in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['Yes'],"[""tensor(0.5812, device='cuda:3')"", ""tensor(0.5812, device='cuda:3')""]"
962,Is there a sports ball in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],"[""tensor(0.9072, device='cuda:3')"", ""tensor(0.9072, device='cuda:3')""]"
962,Is there a sports ball in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.9715, device='cuda:3')"", ""tensor(0.9715, device='cuda:3')""]"
962,Is there a sports ball in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],"[""tensor(0.9796, device='cuda:3')"", ""tensor(0.9796, device='cuda:3')""]"
963,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.9184, device='cuda:3')"", ""tensor(0.9184, device='cuda:3')""]"
963,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9869, device='cuda:3')"", ""tensor(0.9869, device='cuda:3')""]"
963,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9919, device='cuda:3')"", ""tensor(0.9919, device='cuda:3')""]"
963,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9926, device='cuda:3')"", ""tensor(0.9926, device='cuda:3')""]"
964,Is there an umbrella in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8288, device='cuda:3')"", ""tensor(0.8288, device='cuda:3')""]"
964,Is there an umbrella in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],"[""tensor(0.5774, device='cuda:3')"", ""tensor(0.5774, device='cuda:3')""]"
964,Is there an umbrella in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.8267, device='cuda:3')"", ""tensor(0.8267, device='cuda:3')""]"
964,Is there an umbrella in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],"[""tensor(0.9859, device='cuda:3')"", ""tensor(0.9859, device='cuda:3')""]"
965,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8990, device='cuda:3')"", ""tensor(0.8990, device='cuda:3')""]"
965,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.8288, device='cuda:3')"", ""tensor(0.8288, device='cuda:3')""]"
965,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9019, device='cuda:3')"", ""tensor(0.9019, device='cuda:3')""]"
965,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.8577, device='cuda:3')"", ""tensor(0.8577, device='cuda:3')""]"
966,Is there a teddy bear in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.6757, device='cuda:3')"", ""tensor(0.6757, device='cuda:3')""]"
966,Is there a teddy bear in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.5621, device='cuda:3')"", ""tensor(0.5621, device='cuda:3')""]"
966,Is there a teddy bear in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.9719, device='cuda:3')"", ""tensor(0.9719, device='cuda:3')""]"
966,Is there a teddy bear in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],"[""tensor(0.9933, device='cuda:3')"", ""tensor(0.9932, device='cuda:3')""]"
967,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.7605, device='cuda:3')"", ""tensor(0.7605, device='cuda:3')""]"
967,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.8151, device='cuda:3')"", ""tensor(0.8151, device='cuda:3')""]"
967,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9559, device='cuda:3')"", ""tensor(0.9559, device='cuda:3')""]"
967,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9852, device='cuda:3')"", ""tensor(0.9852, device='cuda:3')""]"
968,Is there a person in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.9230, device='cuda:3')"", ""tensor(0.9230, device='cuda:3')""]"
968,Is there a person in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9683, device='cuda:3')"", ""tensor(0.9683, device='cuda:3')""]"
968,Is there a person in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9648, device='cuda:3')"", ""tensor(0.9648, device='cuda:3')""]"
968,Is there a person in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9688, device='cuda:3')"", ""tensor(0.9688, device='cuda:3')""]"
969,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.7634, device='cuda:3')"", ""tensor(0.7634, device='cuda:3')""]"
969,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9273, device='cuda:3')"", ""tensor(0.9273, device='cuda:3')""]"
969,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9865, device='cuda:3')"", ""tensor(0.9865, device='cuda:3')""]"
969,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9912, device='cuda:3')"", ""tensor(0.9912, device='cuda:3')""]"
970,Is there a bed in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.7024, device='cuda:3')"", ""tensor(0.7024, device='cuda:3')""]"
970,Is there a bed in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],"[""tensor(0.7799, device='cuda:3')"", ""tensor(0.7799, device='cuda:3')""]"
970,Is there a bed in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.9766, device='cuda:3')"", ""tensor(0.9766, device='cuda:3')""]"
970,Is there a bed in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],"[""tensor(0.9799, device='cuda:3')"", ""tensor(0.9799, device='cuda:3')""]"
971,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.7634, device='cuda:3')"", ""tensor(0.7634, device='cuda:3')""]"
971,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.8438, device='cuda:3')"", ""tensor(0.8438, device='cuda:3')""]"
971,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9230, device='cuda:3')"", ""tensor(0.9230, device='cuda:3')""]"
971,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9793, device='cuda:3')"", ""tensor(0.9793, device='cuda:3')""]"
