Doc ID,Question,Ground Truth,Prediction,Score,Category,L2 Category,Stage,Is Changed,Text Output,NormalizedTextOutput,Cumulative Confidence 1
263,"How many boats are in the image?
Options: A: Two, B: One, C: Three, D: Four",D,['C'],0.0,fine-grained perception,object counting,Stage 1,False,['C'],c,0.5481414795921875
263,"How many boats are in the image?
Options: A: Two, B: One, C: Three, D: Four",D,['C'],0.0,fine-grained perception,object counting,Stage 2,False,['C'],c,0.6050646902130676
263,"How many boats are in the image?
Options: A: Two, B: One, C: Three, D: Four",D,['C'],0.0,fine-grained perception,object counting,Stage 3,False,['C'],c,0.6082147360848023
264,"Which woman has dark hair in the image?
Options: A: Both women, B: The woman standing farther from the teddy bear, C: The woman standing closer to the teddy bear, D: Neither woman",A,['C'],0.0,fine-grained perception,recognition,Stage 0,False,['C'],c,0.5970567465828491
264,"Which woman has dark hair in the image?
Options: A: Both women, B: The woman standing farther from the teddy bear, C: The woman standing closer to the teddy bear, D: Neither woman",A,['C'],0.0,fine-grained perception,recognition,Stage 1,False,['C'],c,0.6592051983879639
264,"Which woman has dark hair in the image?
Options: A: Both women, B: The woman standing farther from the teddy bear, C: The woman standing closer to the teddy bear, D: Neither woman",A,['C'],0.0,fine-grained perception,recognition,Stage 2,False,['C'],c,0.6666522027062012
264,"Which woman has dark hair in the image?
Options: A: Both women, B: The woman standing farther from the teddy bear, C: The woman standing closer to the teddy bear, D: Neither woman",A,['C'],0.0,fine-grained perception,recognition,Stage 3,False,['C'],c,0.8005629182861878
265,"How many gloves can be seen in this image?
Options: A: One, B: Two, C: Three, D: Four",C,['B'],0.0,fine-grained perception,object counting,Stage 0,True,['A'],a,0.4173418880508972
265,"How many gloves can be seen in this image?
Options: A: One, B: Two, C: Three, D: Four",C,['B'],0.0,fine-grained perception,object counting,Stage 1,True,['B'],b,0.4627271891640259
265,"How many gloves can be seen in this image?
Options: A: One, B: Two, C: Three, D: Four",C,['B'],0.0,fine-grained perception,object counting,Stage 2,True,['B'],b,0.6315562130020691
265,"How many gloves can be seen in this image?
Options: A: One, B: Two, C: Three, D: Four",C,['B'],0.0,fine-grained perception,object counting,Stage 3,True,['B'],b,0.538732647995813
266,"How many people are playing guitar in the image?
Options: A: One, B: Two, C: Three, D: Four",C,['C'],1.0,fine-grained perception,object counting,Stage 0,True,['A'],a,0.6508027912186218
266,"How many people are playing guitar in the image?
Options: A: One, B: Two, C: Three, D: Four",C,['C'],1.0,fine-grained perception,object counting,Stage 1,True,['B'],b,0.373189926247461
266,"How many people are playing guitar in the image?
Options: A: One, B: Two, C: Three, D: Four",C,['C'],1.0,fine-grained perception,object counting,Stage 2,True,['B'],b,0.5340626240776611
266,"How many people are playing guitar in the image?
Options: A: One, B: Two, C: Three, D: Four",C,['C'],1.0,fine-grained perception,object counting,Stage 3,True,['B'],b,0.4793399871395661
267,"How many chairs are there on the balcony in the image?
Options: A: 1, B: 3, C: 2, D: 4",B,['C'],0.0,fine-grained perception,object counting,Stage 0,True,['B'],b,0.3623293043182922
267,"How many chairs are there on the balcony in the image?
Options: A: 1, B: 3, C: 2, D: 4",B,['C'],0.0,fine-grained perception,object counting,Stage 1,True,['B'],b,0.3216429651783539
267,"How many chairs are there on the balcony in the image?
Options: A: 1, B: 3, C: 2, D: 4",B,['C'],0.0,fine-grained perception,object counting,Stage 2,True,['D'],d,0.308544010023935
267,"How many chairs are there on the balcony in the image?
Options: A: 1, B: 3, C: 2, D: 4",B,['C'],0.0,fine-grained perception,object counting,Stage 3,True,['C'],c,0.5018392206238342
268,"How many tree stumps are there in the image?
Options: A: nan, B: Two, C: One, D: Cannot be determined",A,['C'],0.0,fine-grained perception,object counting,Stage 0,False,['C'],c,0.5169703961418701
268,"How many tree stumps are there in the image?
Options: A: nan, B: Two, C: One, D: Cannot be determined",A,['C'],0.0,fine-grained perception,object counting,Stage 1,False,['C'],c,0.4403059185551239
268,"How many tree stumps are there in the image?
Options: A: nan, B: Two, C: One, D: Cannot be determined",A,['C'],0.0,fine-grained perception,object counting,Stage 2,False,['C'],c,0.8004113436745239
268,"How many tree stumps are there in the image?
Options: A: nan, B: Two, C: One, D: Cannot be determined",A,['C'],0.0,fine-grained perception,object counting,Stage 3,False,['C'],c,0.8325395585106445
269,"What is the subject of the image?
Options: A: Green exit sign with an arrow pointing to the right, B: Sign of a toilet on the roof of a building, C: Green exit sign with a directional arrow, D: Green exit sign with an arrow pointing to the left",D,['C'],0.0,fine-grained perception,recognition,Stage 0,False,['C'],c,0.9794495106743408
269,"What is the subject of the image?
Options: A: Green exit sign with an arrow pointing to the right, B: Sign of a toilet on the roof of a building, C: Green exit sign with a directional arrow, D: Green exit sign with an arrow pointing to the left",D,['C'],0.0,fine-grained perception,recognition,Stage 1,False,['C'],c,0.974956214527948
269,"What is the subject of the image?
Options: A: Green exit sign with an arrow pointing to the right, B: Sign of a toilet on the roof of a building, C: Green exit sign with a directional arrow, D: Green exit sign with an arrow pointing to the left",D,['C'],0.0,fine-grained perception,recognition,Stage 2,False,['C'],c,0.970674991707666
269,"What is the subject of the image?
Options: A: Green exit sign with an arrow pointing to the right, B: Sign of a toilet on the roof of a building, C: Green exit sign with a directional arrow, D: Green exit sign with an arrow pointing to the left",D,['C'],0.0,fine-grained perception,recognition,Stage 3,False,['C'],c,0.945152461628778
270,"What is the color of the roof of the building in the image?
Options: A: Brown, B: White, C: Tan, D: Gray",B,['B'],1.0,fine-grained perception,recognition,Stage 0,False,['B'],b,0.5103064180420471
270,"What is the color of the roof of the building in the image?
Options: A: Brown, B: White, C: Tan, D: Gray",B,['B'],1.0,fine-grained perception,recognition,Stage 1,False,['B'],b,0.6200643182800842
270,"What is the color of the roof of the building in the image?
Options: A: Brown, B: White, C: Tan, D: Gray",B,['B'],1.0,fine-grained perception,recognition,Stage 2,False,['B'],b,0.6387191415833069
270,"What is the color of the roof of the building in the image?
Options: A: Brown, B: White, C: Tan, D: Gray",B,['B'],1.0,fine-grained perception,recognition,Stage 3,False,['B'],b,0.7125795484589174
271,"What is the color of the shirt worn by the baseball player standing on the right side of the image?
Options: A: Blue, B: White, C: Black, D: Gray",B,['D'],0.0,fine-grained perception,recognition,Stage 0,True,['B'],b,0.441986620526178
271,"What is the color of the shirt worn by the baseball player standing on the right side of the image?
Options: A: Blue, B: White, C: Black, D: Gray",B,['D'],0.0,fine-grained perception,recognition,Stage 1,True,['B'],b,0.4984716476009919
271,"What is the color of the shirt worn by the baseball player standing on the right side of the image?
Options: A: Blue, B: White, C: Black, D: Gray",B,['D'],0.0,fine-grained perception,recognition,Stage 2,True,['D'],d,0.7420727015541626
271,"What is the color of the shirt worn by the baseball player standing on the right side of the image?
Options: A: Blue, B: White, C: Black, D: Gray",B,['D'],0.0,fine-grained perception,recognition,Stage 3,True,['D'],d,0.4232628048466277
272,"What is the primary surface of the playing field in the image?
Options: A: Asphalt, B: Sand, C: Artificial turf, D: Grass",C,['C'],1.0,fine-grained perception,recognition,Stage 0,True,['C'],c,0.8974676133202149
272,"What is the primary surface of the playing field in the image?
Options: A: Asphalt, B: Sand, C: Artificial turf, D: Grass",C,['C'],1.0,fine-grained perception,recognition,Stage 1,True,['C'],c,0.9592564106987548
272,"What is the primary surface of the playing field in the image?
Options: A: Asphalt, B: Sand, C: Artificial turf, D: Grass",C,['C'],1.0,fine-grained perception,recognition,Stage 2,True,['D'],d,0.7010175586746765
272,"What is the primary surface of the playing field in the image?
Options: A: Asphalt, B: Sand, C: Artificial turf, D: Grass",C,['C'],1.0,fine-grained perception,recognition,Stage 3,True,['D'],d,0.7342121602104738
273,"How many dressers are visible in the image?
Options: A: nan, B: Three, C: Two, D: One",A,['C'],0.0,fine-grained perception,object counting,Stage 0,False,['C'],c,0.3629989923046662
273,"How many dressers are visible in the image?
Options: A: nan, B: Three, C: Two, D: One",A,['C'],0.0,fine-grained perception,object counting,Stage 1,False,['C'],c,0.4377319813774658
273,"How many dressers are visible in the image?
Options: A: nan, B: Three, C: Two, D: One",A,['C'],0.0,fine-grained perception,object counting,Stage 2,False,['C'],c,0.5764937401817871
273,"How many dressers are visible in the image?
Options: A: nan, B: Three, C: Two, D: One",A,['C'],0.0,fine-grained perception,object counting,Stage 3,False,['C'],c,0.6217182279633118
274,"How many people are seen playing music in the image?
Options: A: 1, B: 2, C: 3, D: 4",D,['D'],1.0,fine-grained perception,object counting,Stage 0,True,['B'],b,0.3522822857903076
274,"How many people are seen playing music in the image?
Options: A: 1, B: 2, C: 3, D: 4",D,['D'],1.0,fine-grained perception,object counting,Stage 1,True,['D'],d,0.3862528205917908
274,"How many people are seen playing music in the image?
Options: A: 1, B: 2, C: 3, D: 4",D,['D'],1.0,fine-grained perception,object counting,Stage 2,True,['D'],d,0.3875359893845154
274,"How many people are seen playing music in the image?
Options: A: 1, B: 2, C: 3, D: 4",D,['D'],1.0,fine-grained perception,object counting,Stage 3,True,['C'],c,0.4003329874085022
275,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the different between the highest unemployment rate and the lowest?
Choices:
(A) 50
(B) 105.3
(C) 10.53
(D) 10",C,['C'],1.0,fine-grained perception,recognition,Stage 0,True,['B'],b,0.5735266209648681
275,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the different between the highest unemployment rate and the lowest?
Choices:
(A) 50
(B) 105.3
(C) 10.53
(D) 10",C,['C'],1.0,fine-grained perception,recognition,Stage 1,True,['B'],b,0.4342713058994842
275,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the different between the highest unemployment rate and the lowest?
Choices:
(A) 50
(B) 105.3
(C) 10.53
(D) 10",C,['C'],1.0,fine-grained perception,recognition,Stage 2,True,['C'],c,0.363750159840448
275,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the different between the highest unemployment rate and the lowest?
Choices:
(A) 50
(B) 105.3
(C) 10.53
(D) 10",C,['C'],1.0,fine-grained perception,recognition,Stage 3,True,['C'],c,0.2948102356003357
276,"What is the dominant color in this image?
Options: A: Red, B: Brown, C: Black, D: White",B,['C'],0.0,fine-grained perception,recognition,Stage 0,False,['B'],b,0.9684934617088868
276,"What is the dominant color in this image?
Options: A: Red, B: Brown, C: Black, D: White",B,['C'],0.0,fine-grained perception,recognition,Stage 1,False,['B'],b,0.9671860934303834
276,"What is the dominant color in this image?
Options: A: Red, B: Brown, C: Black, D: White",B,['C'],0.0,fine-grained perception,recognition,Stage 2,False,['B'],b,0.9494919777916504
276,"What is the dominant color in this image?
Options: A: Red, B: Brown, C: Black, D: White",B,['C'],0.0,fine-grained perception,recognition,Stage 3,False,['B'],b,0.5618181229637695
277,"How many vases are in the image?
Options: A: 0, B: 2, C: 1, D: 3",B,['D'],0.0,fine-grained perception,object counting,Stage 0,True,['C'],c,0.3291551173733306
277,"How many vases are in the image?
Options: A: 0, B: 2, C: 1, D: 3",B,['D'],0.0,fine-grained perception,object counting,Stage 1,True,['C'],c,0.3059249223278595
277,"How many vases are in the image?
Options: A: 0, B: 2, C: 1, D: 3",B,['D'],0.0,fine-grained perception,object counting,Stage 2,True,['D'],d,0.3584960402058197
277,"How many vases are in the image?
Options: A: 0, B: 2, C: 1, D: 3",B,['D'],0.0,fine-grained perception,object counting,Stage 3,True,['D'],d,0.4803757072495057
278,"How many people are visible in the image?
Options: A: One, B: Four, C: Three, D: Two",C,['D'],0.0,fine-grained perception,object counting,Stage 0,True,['B'],b,0.3454411626862121
278,"How many people are visible in the image?
Options: A: One, B: Four, C: Three, D: Two",C,['D'],0.0,fine-grained perception,object counting,Stage 1,True,['B'],b,0.4210248590515686
278,"How many people are visible in the image?
Options: A: One, B: Four, C: Three, D: Two",C,['D'],0.0,fine-grained perception,object counting,Stage 2,True,['D'],d,0.5344297886894775
278,"How many people are visible in the image?
Options: A: One, B: Four, C: Three, D: Two",C,['D'],0.0,fine-grained perception,object counting,Stage 3,True,['D'],d,0.5326135755585266
279,"Which object is closest to the center of the image?
Options: A: Person, B: Guitar, C: Drum, D: Microphone",A,['A'],1.0,fine-grained perception,localization,Stage 0,True,['B'],b,0.3708382845924927
279,"Which object is closest to the center of the image?
Options: A: Person, B: Guitar, C: Drum, D: Microphone",A,['A'],1.0,fine-grained perception,localization,Stage 1,True,['A'],a,0.395286351542337
279,"Which object is closest to the center of the image?
Options: A: Person, B: Guitar, C: Drum, D: Microphone",A,['A'],1.0,fine-grained perception,localization,Stage 2,True,['A'],a,0.4057999552296234
279,"Which object is closest to the center of the image?
Options: A: Person, B: Guitar, C: Drum, D: Microphone",A,['A'],1.0,fine-grained perception,localization,Stage 3,True,['D'],d,0.3074297905968262
280,"What is the dominant color of the person's shirt in the image?
Options: A: Beige, B: Gray, C: White, D: Black",D,['C'],0.0,fine-grained perception,recognition,Stage 0,False,['C'],c,0.3754795492695404
280,"What is the dominant color of the person's shirt in the image?
Options: A: Beige, B: Gray, C: White, D: Black",D,['C'],0.0,fine-grained perception,recognition,Stage 1,False,['C'],c,0.6581874490784241
280,"What is the dominant color of the person's shirt in the image?
Options: A: Beige, B: Gray, C: White, D: Black",D,['C'],0.0,fine-grained perception,recognition,Stage 2,False,['C'],c,0.6375109554337097
280,"What is the dominant color of the person's shirt in the image?
Options: A: Beige, B: Gray, C: White, D: Black",D,['C'],0.0,fine-grained perception,recognition,Stage 3,False,['C'],c,0.5836984516190125
281,"What shape is the ottoman in the living room?
Options: A: Square, B: Round, C: Rectangular, D: Oval",D,['B'],0.0,fine-grained perception,recognition,Stage 0,True,['C'],c,0.4796808064983917
281,"What shape is the ottoman in the living room?
Options: A: Square, B: Round, C: Rectangular, D: Oval",D,['B'],0.0,fine-grained perception,recognition,Stage 1,True,['C'],c,0.3785859049366547
281,"What shape is the ottoman in the living room?
Options: A: Square, B: Round, C: Rectangular, D: Oval",D,['B'],0.0,fine-grained perception,recognition,Stage 2,True,['B'],b,0.5640705228851868
281,"What shape is the ottoman in the living room?
Options: A: Square, B: Round, C: Rectangular, D: Oval",D,['B'],0.0,fine-grained perception,recognition,Stage 3,True,['B'],b,0.5217517019318176
282,"What color is the awning in front of the store in the image?
Options: A: White, B: Black, C: Brown, D: Gray",B,['C'],0.0,fine-grained perception,recognition,Stage 0,True,['A'],a,0.4505192936466766
282,"What color is the awning in front of the store in the image?
Options: A: White, B: Black, C: Brown, D: Gray",B,['C'],0.0,fine-grained perception,recognition,Stage 1,True,['C'],c,0.5135723353432251
282,"What color is the awning in front of the store in the image?
Options: A: White, B: Black, C: Brown, D: Gray",B,['C'],0.0,fine-grained perception,recognition,Stage 2,True,['C'],c,0.6612891555832459
282,"What color is the awning in front of the store in the image?
Options: A: White, B: Black, C: Brown, D: Gray",B,['C'],0.0,fine-grained perception,recognition,Stage 3,True,['C'],c,0.5386340619133545
283,"How many women are present in the image?
Options: A: 0, B: 1, C: 2, D: 3",C,['B'],0.0,fine-grained perception,object counting,Stage 0,False,['B'],b,0.2857341469334198
283,"How many women are present in the image?
Options: A: 0, B: 1, C: 2, D: 3",C,['B'],0.0,fine-grained perception,object counting,Stage 1,False,['B'],b,0.5103384257362915
283,"How many women are present in the image?
Options: A: 0, B: 1, C: 2, D: 3",C,['B'],0.0,fine-grained perception,object counting,Stage 2,False,['B'],b,0.907844066719873
283,"How many women are present in the image?
Options: A: 0, B: 1, C: 2, D: 3",C,['B'],0.0,fine-grained perception,object counting,Stage 3,False,['B'],b,0.9046028853462768
284,"What is the position of the red rug in the living room?
Options: A: Under the couch, B: In front of the sliding glass door, C: Under the table, D: In the corner of the room",A,['C'],0.0,fine-grained perception,localization,Stage 0,False,['A'],a,0.7132996321724488
284,"What is the position of the red rug in the living room?
Options: A: Under the couch, B: In front of the sliding glass door, C: Under the table, D: In the corner of the room",A,['C'],0.0,fine-grained perception,localization,Stage 1,False,['A'],a,0.4712764621780945
284,"What is the position of the red rug in the living room?
Options: A: Under the couch, B: In front of the sliding glass door, C: Under the table, D: In the corner of the room",A,['C'],0.0,fine-grained perception,localization,Stage 2,False,['A'],a,0.6330072284744812
284,"What is the position of the red rug in the living room?
Options: A: Under the couch, B: In front of the sliding glass door, C: Under the table, D: In the corner of the room",A,['C'],0.0,fine-grained perception,localization,Stage 3,False,['A'],a,0.5863670111702514
285,"Where is the seated person visible in the image?
Options: A: On the fence, B: In the field, C: Outside the field, D: Behind the bench",C,['C'],1.0,fine-grained perception,localization,Stage 0,False,['C'],c,0.3708330691860749
285,"Where is the seated person visible in the image?
Options: A: On the fence, B: In the field, C: Outside the field, D: Behind the bench",C,['C'],1.0,fine-grained perception,localization,Stage 1,False,['C'],c,0.6642094255493713
285,"Where is the seated person visible in the image?
Options: A: On the fence, B: In the field, C: Outside the field, D: Behind the bench",C,['C'],1.0,fine-grained perception,localization,Stage 2,False,['C'],c,0.587163210015161
285,"Where is the seated person visible in the image?
Options: A: On the fence, B: In the field, C: Outside the field, D: Behind the bench",C,['C'],1.0,fine-grained perception,localization,Stage 3,False,['C'],c,0.597309410672052
286,"What is the position of the sheep's legs in the image?
Options: A: At the top, B: On the right side, C: On the left side, D: At the bottom",B,['D'],0.0,fine-grained perception,localization,Stage 0,True,['C'],c,0.5814526082085205
286,"What is the position of the sheep's legs in the image?
Options: A: At the top, B: On the right side, C: On the left side, D: At the bottom",B,['D'],0.0,fine-grained perception,localization,Stage 1,True,['C'],c,0.5274878145264221
286,"What is the position of the sheep's legs in the image?
Options: A: At the top, B: On the right side, C: On the left side, D: At the bottom",B,['D'],0.0,fine-grained perception,localization,Stage 2,True,['C'],c,0.3468828798340393
286,"What is the position of the sheep's legs in the image?
Options: A: At the top, B: On the right side, C: On the left side, D: At the bottom",B,['D'],0.0,fine-grained perception,localization,Stage 3,True,['D'],d,0.3167234660194946
287,"What is the color of the sandals in the image?
Options: A: Black, B: Dark brown, C: Gray, D: Light brown",B,['D'],0.0,fine-grained perception,recognition,Stage 0,True,['A'],a,0.31269571195112
287,"What is the color of the sandals in the image?
Options: A: Black, B: Dark brown, C: Gray, D: Light brown",B,['D'],0.0,fine-grained perception,recognition,Stage 1,True,['D'],d,0.3469461501644684
287,"What is the color of the sandals in the image?
Options: A: Black, B: Dark brown, C: Gray, D: Light brown",B,['D'],0.0,fine-grained perception,recognition,Stage 2,True,['D'],d,0.8124529124306274
287,"What is the color of the sandals in the image?
Options: A: Black, B: Dark brown, C: Gray, D: Light brown",B,['D'],0.0,fine-grained perception,recognition,Stage 3,True,['D'],d,0.860744834046228
288,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the age gap between the leftmost and the center person? (Unit: years)
Choices:
(A) 0
(B) 1
(C) 2
(D) 4",D,['D'],1.0,fine-grained perception,recognition,Stage 0,True,['A'],a,0.264385163884027
288,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the age gap between the leftmost and the center person? (Unit: years)
Choices:
(A) 0
(B) 1
(C) 2
(D) 4",D,['D'],1.0,fine-grained perception,recognition,Stage 1,True,['D'],d,0.274076908926828
288,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the age gap between the leftmost and the center person? (Unit: years)
Choices:
(A) 0
(B) 1
(C) 2
(D) 4",D,['D'],1.0,fine-grained perception,recognition,Stage 2,True,['D'],d,0.3447126151131225
288,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the age gap between the leftmost and the center person? (Unit: years)
Choices:
(A) 0
(B) 1
(C) 2
(D) 4",D,['D'],1.0,fine-grained perception,recognition,Stage 3,True,['D'],d,0.3301421106861664
289,"How many people are performing on the stage?
Options: A: Three, B: Two, C: One, D: Four",D,['D'],1.0,fine-grained perception,recognition,Stage 0,True,['C'],c,0.4945772589253022
289,"How many people are performing on the stage?
Options: A: Three, B: Two, C: One, D: Four",D,['D'],1.0,fine-grained perception,recognition,Stage 1,True,['D'],d,0.3118214310215546
289,"How many people are performing on the stage?
Options: A: Three, B: Two, C: One, D: Four",D,['D'],1.0,fine-grained perception,recognition,Stage 2,True,['A'],a,0.3231315017746521
289,"How many people are performing on the stage?
Options: A: Three, B: Two, C: One, D: Four",D,['D'],1.0,fine-grained perception,recognition,Stage 3,True,['D'],d,0.3524113000439239
290,"What is the dominant color of the ocean and sky in the image?
Options: A: Bright blue, B: Blue-gray, C: Gray, D: Green",C,['B'],0.0,fine-grained perception,recognition,Stage 0,False,['B'],b,0.758929431538446
290,"What is the dominant color of the ocean and sky in the image?
Options: A: Bright blue, B: Blue-gray, C: Gray, D: Green",C,['B'],0.0,fine-grained perception,recognition,Stage 1,False,['B'],b,0.8220765591667725
290,"What is the dominant color of the ocean and sky in the image?
Options: A: Bright blue, B: Blue-gray, C: Gray, D: Green",C,['B'],0.0,fine-grained perception,recognition,Stage 2,False,['B'],b,0.9119898081825806
290,"What is the dominant color of the ocean and sky in the image?
Options: A: Bright blue, B: Blue-gray, C: Gray, D: Green",C,['B'],0.0,fine-grained perception,recognition,Stage 3,False,['B'],b,0.8231893182800842
291,"Which object in the image is described as having a black top?
Options: A: Post, B: Building, C: Boat, D: Clock",B,['C'],0.0,fine-grained perception,recognition,Stage 0,False,['C'],c,0.4512881935642792
291,"Which object in the image is described as having a black top?
Options: A: Post, B: Building, C: Boat, D: Clock",B,['C'],0.0,fine-grained perception,recognition,Stage 1,False,['C'],c,0.9759073854492738
291,"Which object in the image is described as having a black top?
Options: A: Post, B: Building, C: Boat, D: Clock",B,['C'],0.0,fine-grained perception,recognition,Stage 2,False,['C'],c,0.907279372315271
291,"Which object in the image is described as having a black top?
Options: A: Post, B: Building, C: Boat, D: Clock",B,['C'],0.0,fine-grained perception,recognition,Stage 3,False,['C'],c,0.543739378552301
292,"How many objects can be seen in the image that are green?
Options: A: One, B: Four, C: Three, D: Two",D,['A'],0.0,fine-grained perception,object counting,Stage 0,False,['A'],a,0.3630276621388031
292,"How many objects can be seen in the image that are green?
Options: A: One, B: Four, C: Three, D: Two",D,['A'],0.0,fine-grained perception,object counting,Stage 1,False,['A'],a,0.4695809484528137
292,"How many objects can be seen in the image that are green?
Options: A: One, B: Four, C: Three, D: Two",D,['A'],0.0,fine-grained perception,object counting,Stage 2,False,['A'],a,0.3983613551662994
292,"How many objects can be seen in the image that are green?
Options: A: One, B: Four, C: Three, D: Two",D,['A'],0.0,fine-grained perception,object counting,Stage 3,False,['A'],a,0.403502345185144
293,"How many tall buildings are there in the image?
Options: A: Two, B: One, C: Three, D: Four",A,['B'],0.0,fine-grained perception,object counting,Stage 0,False,['B'],b,0.3187029660748078
293,"How many tall buildings are there in the image?
Options: A: Two, B: One, C: Three, D: Four",A,['B'],0.0,fine-grained perception,object counting,Stage 1,False,['B'],b,0.8354358674095703
293,"How many tall buildings are there in the image?
Options: A: Two, B: One, C: Three, D: Four",A,['B'],0.0,fine-grained perception,object counting,Stage 2,False,['B'],b,0.9380229712532592
293,"How many tall buildings are there in the image?
Options: A: Two, B: One, C: Three, D: Four",A,['B'],0.0,fine-grained perception,object counting,Stage 3,False,['B'],b,0.662947416405542
294,"What is located in the top right corner of the image?
Options: A: A person's head, B: A baseball player, C: A scoreboard, D: A soccer player",A,['C'],0.0,fine-grained perception,localization,Stage 0,False,['C'],c,0.6153132320450379
294,"What is located in the top right corner of the image?
Options: A: A person's head, B: A baseball player, C: A scoreboard, D: A soccer player",A,['C'],0.0,fine-grained perception,localization,Stage 1,False,['C'],c,0.9905123115585877
294,"What is located in the top right corner of the image?
Options: A: A person's head, B: A baseball player, C: A scoreboard, D: A soccer player",A,['C'],0.0,fine-grained perception,localization,Stage 2,False,['C'],c,0.9901235700653626
294,"What is located in the top right corner of the image?
Options: A: A person's head, B: A baseball player, C: A scoreboard, D: A soccer player",A,['C'],0.0,fine-grained perception,localization,Stage 3,False,['C'],c,0.9698553682373596
295,"What is the color of the woman's hair?
Options: A: Brown, B: Black, C: Blond, D: Red",C,['C'],1.0,fine-grained perception,recognition,Stage 0,True,['A'],a,0.3592838944004609
295,"What is the color of the woman's hair?
Options: A: Brown, B: Black, C: Blond, D: Red",C,['C'],1.0,fine-grained perception,recognition,Stage 1,True,['C'],c,0.9920852781342104
295,"What is the color of the woman's hair?
Options: A: Brown, B: Black, C: Blond, D: Red",C,['C'],1.0,fine-grained perception,recognition,Stage 2,True,['C'],c,0.9353118539856506
295,"What is the color of the woman's hair?
Options: A: Brown, B: Black, C: Blond, D: Red",C,['C'],1.0,fine-grained perception,recognition,Stage 3,True,['C'],c,0.9667415619896484
296,"How many people are present in the image?
Options: A: One, B: Three, C: Two, D: Four",B,['C'],0.0,fine-grained perception,object counting,Stage 0,True,['A'],a,0.401742160420282
296,"How many people are present in the image?
Options: A: One, B: Three, C: Two, D: Four",B,['C'],0.0,fine-grained perception,object counting,Stage 1,True,['C'],c,0.9254509807632996
296,"How many people are present in the image?
Options: A: One, B: Three, C: Two, D: Four",B,['C'],0.0,fine-grained perception,object counting,Stage 2,True,['C'],c,0.7725539804504944
296,"How many people are present in the image?
Options: A: One, B: Three, C: Two, D: Four",B,['C'],0.0,fine-grained perception,object counting,Stage 3,True,['C'],c,0.819239616494043
297,"How many bananas are there in the image?
Options: A: 3, B: 6, C: 4, D: 5",D,['B'],0.0,fine-grained perception,object counting,Stage 0,False,['B'],b,0.3437252343700958
297,"How many bananas are there in the image?
Options: A: 3, B: 6, C: 4, D: 5",D,['B'],0.0,fine-grained perception,object counting,Stage 1,False,['B'],b,0.5021361709641052
297,"How many bananas are there in the image?
Options: A: 3, B: 6, C: 4, D: 5",D,['B'],0.0,fine-grained perception,object counting,Stage 2,False,['B'],b,0.4744493366287781
297,"How many bananas are there in the image?
Options: A: 3, B: 6, C: 4, D: 5",D,['B'],0.0,fine-grained perception,object counting,Stage 3,False,['B'],b,0.4337334037827087
298,"How many mirrors are visible in the image?
Options: A: 0, B: 2, C: 1, D: 3",B,['C'],0.0,fine-grained perception,object counting,Stage 0,True,['B'],b,0.3323389888809753
298,"How many mirrors are visible in the image?
Options: A: 0, B: 2, C: 1, D: 3",B,['C'],0.0,fine-grained perception,object counting,Stage 1,True,['C'],c,0.4341711104916168
298,"How many mirrors are visible in the image?
Options: A: 0, B: 2, C: 1, D: 3",B,['C'],0.0,fine-grained perception,object counting,Stage 2,True,['C'],c,0.6245836616562439
298,"How many mirrors are visible in the image?
Options: A: 0, B: 2, C: 1, D: 3",B,['C'],0.0,fine-grained perception,object counting,Stage 3,True,['C'],c,0.7928314806030823
299,"How would you describe the color of the sand in the image?
Options: A: Dark brown, B: White, C: Light gray, D: Golden",A,['D'],0.0,fine-grained perception,recognition,Stage 0,False,['D'],d,0.5326688886688782
299,"How would you describe the color of the sand in the image?
Options: A: Dark brown, B: White, C: Light gray, D: Golden",A,['D'],0.0,fine-grained perception,recognition,Stage 1,False,['D'],d,0.4759345353649689
299,"How would you describe the color of the sand in the image?
Options: A: Dark brown, B: White, C: Light gray, D: Golden",A,['D'],0.0,fine-grained perception,recognition,Stage 2,False,['D'],d,0.7688307167099548
299,"How would you describe the color of the sand in the image?
Options: A: Dark brown, B: White, C: Light gray, D: Golden",A,['D'],0.0,fine-grained perception,recognition,Stage 3,False,['D'],d,0.8995109797524048
300,"How many people are visible in this picture?
Options: A: three, B: six, C: seven, D: eight",D,['A'],0.0,fine-grained perception,object counting,Stage 0,True,['B'],b,0.3214377165840698
300,"How many people are visible in this picture?
Options: A: three, B: six, C: seven, D: eight",D,['A'],0.0,fine-grained perception,object counting,Stage 1,True,['B'],b,0.3455943168209625
300,"How many people are visible in this picture?
Options: A: three, B: six, C: seven, D: eight",D,['A'],0.0,fine-grained perception,object counting,Stage 2,True,['A'],a,0.497676432232721
