Doc ID,Question,Answer,Ground Truth,Prediction,Score,Category,L2 Category,Stage,Text Output,Cumulative Confidences
645,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9333808423088624]
646,Is there a potted plant in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.8417522312210632]
646,Is there a potted plant in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],[0.9597031475113466]
646,Is there a potted plant in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['No'],[0.5735915304230286]
646,Is there a potted plant in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.7772135139511658]
647,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.9172358513878418]
647,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9172083736466004]
647,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.976248562435968]
647,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.973189115624292]
648,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.7745273114250733]
648,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.88395756493078]
648,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.9892635942505432]
648,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.9910629988716676]
649,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.785240113835199]
649,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9766303301857544]
649,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9930787683533264]
649,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.99616014967428]
650,Is there a dining table in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.7662065030144287]
650,Is there a dining table in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],[0.9240466357277466]
650,Is there a dining table in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.5544123650597169]
650,Is there a dining table in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.7826125026749207]
651,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.7799069882439209]
651,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9457075000809264]
651,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.963697373967035]
651,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9869285226868226]
652,Is there a chair in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.7278981805847718]
652,Is there a chair in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],[0.7089171410606934]
652,Is there a chair in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.581244170765741]
652,Is there a chair in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.9688242078827456]
653,Is there a bottle in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8221045733498169]
653,Is there a bottle in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9755042792366578]
653,Is there a bottle in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9875120521591736]
653,Is there a bottle in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9955045581863954]
654,Is there a traffic light in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.7745248080299926]
654,Is there a traffic light in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.8499080539749695]
654,Is there a traffic light in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.8886842728661133]
654,Is there a traffic light in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.8886620403336121]
655,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8651430607842041]
655,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.7309429646538331]
655,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9293653965996338]
655,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9673622847603394]
656,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.9449600578354432]
656,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.5812214017914368]
656,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.925116241078241]
656,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.933337390522821]
657,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8557807804153992]
657,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.7904417515801025]
657,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.90457421551214]
657,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9510830641792848]
658,Is there a backpack in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.8396601677940918]
658,Is there a backpack in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],[0.6150087715195252]
658,Is there a backpack in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.5466732383774353]
658,Is there a backpack in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.7662324310349061]
659,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.880723774533136]
659,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.8557522297905518]
659,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9719359279678896]
659,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9779963494347168]
660,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.8917423487709595]
660,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.861499011616571]
660,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.9251990915344788]
660,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.8976577521370483]
661,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8722499013947083]
661,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9854549170540406]
661,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9962770343826844]
661,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9955849648521974]
662,Is there a bicycle in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.7661792040871216]
662,Is there a bicycle in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.8917422891663147]
662,Is there a bicycle in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.9620738030479982]
662,Is there a bicycle in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.9559375048683716]
663,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.817477285961969]
663,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.8458731771515442]
663,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9620609880493716]
663,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9518222213791444]
664,Is there a sheep in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.6790738106773926]
664,Is there a sheep in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.9860923887299134]
664,Is there a sheep in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.9941197634743288]
664,Is there a sheep in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.9946150184677676]
665,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.7930065990494324]
665,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9835680724190308]
665,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9965581298874452]
665,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9933875800179078]
666,Is there a person in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 0,['No'],[0.9032324553536012]
666,Is there a person in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 1,['No'],[0.962034046749933]
666,Is there a person in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 2,['No'],[0.9875198603676392]
666,Is there a person in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 3,['No'],[0.989788830380304]
667,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8438058496521545]
667,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.97930645952688]
667,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9899464250610902]
667,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9913827777908876]
668,Is there a remote in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.7121434212730958]
668,Is there a remote in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],[0.562067985634668]
668,Is there a remote in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.8739864827202393]
668,Is there a remote in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.950329840283258]
669,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8332271576927734]
669,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.8632791639374329]
669,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9313841463135316]
669,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.8266260624931885]
670,Is there a dining table in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 0,['No'],[0.8498777748154236]
670,Is there a dining table in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 1,['No'],[0.6259861589478088]
670,Is there a dining table in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 2,['No'],[0.8030630351112915]
670,Is there a dining table in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 3,['No'],[0.7661998272942139]
671,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8103641868637634]
671,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.6617815495537354]
671,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.7605298162506653]
671,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.8310332299278809]
672,Is there a tie in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.7089178563164307]
672,Is there a tie in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],[0.6687344909714295]
672,Is there a tie in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.5388830901192261]
672,Is there a tie in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.5272135139511658]
673,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.951104998688562]
673,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.94960218677984]
673,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9558992982910706]
673,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9071763754890992]
674,Is there a bear in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.870531439881189]
674,Is there a bear in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],[0.8595524431274963]
674,Is there a bear in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.9398461581276488]
674,Is there a bear in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.9933664203690126]
675,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8871287704514099]
675,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9608922005699708]
675,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9871376753853396]
675,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9830358029411866]
676,Is there a teddy bear in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.8031046391533447]
676,Is there a teddy bear in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],[0.6405290366219116]
676,Is there a teddy bear in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.9860993624733522]
676,Is there a teddy bear in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.9956201911972596]
677,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.880721390347345]
677,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9415850044296814]
677,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9614766837166384]
677,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9293698073433472]
678,Is there a cake in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.9352829457329346]
678,Is there a cake in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.9715184570358828]
678,Is there a cake in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.8947202564285828]
678,Is there a cake in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.9653310180710388]
679,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.9710986019180848]
679,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.992855489353998]
679,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9968600274132324]
679,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9962130785988405]
680,Is there a bottle in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.8632920385407044]
680,Is there a bottle in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.8990511895226074]
680,Is there a bottle in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.9867466689156128]
680,Is there a bottle in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.9658655525253846]
681,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8976139427231384]
681,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9893163443611694]
681,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9936834574745728]
681,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9933707715080812]
682,Is there a fork in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.8669371605919434]
682,Is there a fork in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.9004823566483093]
682,Is there a fork in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.9840688110397888]
682,Is there a fork in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.9776853920029236]
683,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8990442753838135]
683,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9532157183693482]
683,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9796293378876284]
683,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9917749167488648]
684,Is there a backpack in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.7056828738258911]
684,Is there a backpack in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.5194146634148193]
684,Is there a backpack in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.8669641614960266]
684,Is there a backpack in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.8773882390068604]
685,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.7955451012657715]
685,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.969245195488794]
685,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.991648316483362]
685,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9939569235848024]
686,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.8633193970726563]
686,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.938938081364496]
686,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.9876559973763062]
686,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.9826825858162476]
687,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.7309567333267762]
687,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9004403949783875]
687,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.967362642388208]
687,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9539014102028442]
688,Is there an airplane in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.7247879506157472]
688,Is there an airplane in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],[0.8437808753059937]
688,Is there an airplane in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.8705272675560547]
688,Is there an airplane in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.9251619578407836]
689,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.782551109890802]
689,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9531998039291932]
689,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.977997124295099]
689,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.965837061505182]
690,Is there a tv in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.8932362795876099]
690,Is there a tv in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],[0.8437892199562622]
690,Is there a tv in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.941597581009729]
690,Is there a tv in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.9743938447044924]
691,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.9697598815964296]
691,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.98810076723562]
691,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9908237458275392]
691,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9195242525147034]
692,Is there a couch in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.8961814642952515]
692,Is there a couch in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],[0.6653092504547669]
692,Is there a couch in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.976249933342798]
692,Is there a couch in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.989138662915094]
693,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.9314097763107848]
693,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9827887416885926]
693,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.992504119973047]
693,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9584732652710511]
694,Is there a dining table in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 0,['No'],[0.8498882056282592]
694,Is there a dining table in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 1,['No'],[0.847853660683496]
694,Is there a dining table in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 2,['No'],[0.8396196366356445]
694,Is there a dining table in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 3,['No'],[0.9303711653755736]
695,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8871331811951233]
695,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9545658231781556]
695,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9869349003838136]
695,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9858940840767456]
696,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.925177276234491]
696,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.8806142211960388]
696,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.9723143578575684]
696,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.9663207531975342]
697,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8651419879005982]
697,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9816970230148866]
697,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9929566384361818]
697,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9904103280113772]
698,Is there a bowl in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.8705007434891296]
698,Is there a bowl in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],[0.8790432811783386]
698,Is there a bowl in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['No'],[0.5427849293755127]
698,Is there a bowl in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.8198262454079224]
699,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8538176418350769]
699,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9407050014542176]
699,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.97589647779928]
699,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9706425071762635]
700,Is there a fork in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 0,['No'],[0.879065215687616]
700,Is there a fork in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 1,['No'],[0.899023711781366]
700,Is there a fork in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 2,['No'],[0.938052773575647]
700,Is there a fork in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 3,['No'],[0.9072375894592836]
701,Is there a bottle in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8756954670952393]
701,Is there a bottle in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9626071454094484]
701,Is there a bottle in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9776626826332644]
701,Is there a bottle in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9889911414192748]
702,Is there a backpack in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.8310543895767761]
702,Is there a backpack in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.9045655728386476]
702,Is there a backpack in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.9935818911598756]
702,Is there a backpack in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.9719526172684266]
703,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.9603251219795778]
703,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9673604966209962]
703,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.9949908853577212]
703,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9954975844429568]
704,Is there a bench in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 0,['No'],[0.7717496157692505]
704,Is there a bench in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 1,['No'],[0.8705025912331177]
704,Is there a bench in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 2,['No'],[0.8823287488030029]
704,Is there a bench in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 3,['No'],[0.8332359791802002]
705,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.8375309110687805]
705,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.9251509309815004]
705,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],[0.984051525692804]
705,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],[0.9926273227737976]
706,Is there a laptop in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],[0.7661986352013184]
706,Is there a laptop in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],[0.9218474627541138]
706,Is there a laptop in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],[0.9927181006477906]
706,Is there a laptop in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],[0.996631682019098]
707,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],[0.853823721508844]
707,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],[0.8961670995758606]
