"Name","State","Notes","User","Tags","Created","Runtime","Sweep","cli_configs.batch_size","cli_configs.batch_sizes","cli_configs.bootstrap_iters","cli_configs.fewshot_seed","cli_configs.gen_kwargs","cli_configs.model","cli_configs.model_args","cli_configs.numpy_seed","cli_configs.random_seed","cli_configs.torch_seed","task_configs.mme.dataset_kwargs.token","task_configs.mme.dataset_path","task_configs.mme.doc_to_target","task_configs.mme.doc_to_text","task_configs.mme.doc_to_visual","task_configs.mme.fewshot_delimiter","task_configs.mme.full_docs","task_configs.mme.generation_kwargs.do_sample","task_configs.mme.generation_kwargs.max_new_tokens","task_configs.mme.generation_kwargs.num_beams","task_configs.mme.generation_kwargs.temperature","task_configs.mme.generation_kwargs.top_p","task_configs.mme.generation_kwargs.until","task_configs.mme.lmms_eval_specific_kwargs.default.post_prompt","task_configs.mme.lmms_eval_specific_kwargs.default.pre_prompt","task_configs.mme.lmms_eval_specific_kwargs.gpt4v.post_prompt","task_configs.mme.lmms_eval_specific_kwargs.gpt4v.pre_prompt","task_configs.mme.lmms_eval_specific_kwargs.otterhd.post_prompt","task_configs.mme.lmms_eval_specific_kwargs.otterhd.pre_prompt","task_configs.mme.lmms_eval_specific_kwargs.post_prompt","task_configs.mme.lmms_eval_specific_kwargs.pre_prompt","task_configs.mme.lmms_eval_specific_kwargs.qwen_vl.post_prompt","task_configs.mme.lmms_eval_specific_kwargs.qwen_vl.pre_prompt","task_configs.mme.lmms_eval_specific_kwargs.xcomposer2_4khd.post_prompt","task_configs.mme.lmms_eval_specific_kwargs.xcomposer2_4khd.pre_prompt","task_configs.mme.metadata","task_configs.mme.metric_list","task_configs.mme.num_fewshot","task_configs.mme.output_type","task_configs.mme.process_results","task_configs.mme.process_results_use_image","task_configs.mme.repeats","task_configs.mme.should_decontaminate","task_configs.mme.target_delimiter","task_configs.mme.task","task_configs.mme.test_split","task_configs.pope_pop.dataset_kwargs.token","task_configs.pope_pop.dataset_name","task_configs.pope_pop.dataset_path","task_configs.pope_pop.doc_to_target","task_configs.pope_pop.doc_to_text","task_configs.pope_pop.doc_to_visual","task_configs.pope_pop.fewshot_delimiter","task_configs.pope_pop.full_docs","task_configs.pope_pop.generation_kwargs.do_sample","task_configs.pope_pop.generation_kwargs.max_new_tokens","task_configs.pope_pop.generation_kwargs.num_beams","task_configs.pope_pop.generation_kwargs.temperature","task_configs.pope_pop.generation_kwargs.top_p","task_configs.pope_pop.generation_kwargs.until","task_configs.pope_pop.metadata","task_configs.pope_pop.metric_list","task_configs.pope_pop.num_fewshot","task_configs.pope_pop.output_type","task_configs.pope_pop.process_results","task_configs.pope_pop.process_results_use_image","task_configs.pope_pop.repeats","task_configs.pope_pop.should_decontaminate","task_configs.pope_pop.target_delimiter","task_configs.pope_pop.task","task_configs.pope_pop.test_split","task_configs.vqav2_val_lite.dataset_kwargs.token","task_configs.vqav2_val_lite.dataset_name","task_configs.vqav2_val_lite.dataset_path","task_configs.vqav2_val_lite.doc_to_target","task_configs.vqav2_val_lite.doc_to_text","task_configs.vqav2_val_lite.doc_to_visual","task_configs.vqav2_val_lite.fewshot_delimiter","task_configs.vqav2_val_lite.full_docs","task_configs.vqav2_val_lite.generation_kwargs.max_new_tokens","task_configs.vqav2_val_lite.generation_kwargs.until","task_configs.vqav2_val_lite.lmms_eval_specific_kwargs.default.post_prompt","task_configs.vqav2_val_lite.lmms_eval_specific_kwargs.default.pre_prompt","task_configs.vqav2_val_lite.lmms_eval_specific_kwargs.post_prompt","task_configs.vqav2_val_lite.lmms_eval_specific_kwargs.pre_prompt","task_configs.vqav2_val_lite.metadata","task_configs.vqav2_val_lite.metric_list","task_configs.vqav2_val_lite.num_fewshot","task_configs.vqav2_val_lite.output_type","task_configs.vqav2_val_lite.process_results","task_configs.vqav2_val_lite.process_results_use_image","task_configs.vqav2_val_lite.repeats","task_configs.vqav2_val_lite.should_decontaminate","task_configs.vqav2_val_lite.target_delimiter","task_configs.vqav2_val_lite.task","task_configs.vqav2_val_lite.test_split","mme/alias","mme/mme_cognition_score","mme/mme_cognition_score_stderr","mme/mme_percetion_score","mme/mme_percetion_score_stderr","pope_pop/alias","pope_pop/pope_accuracy","pope_pop/pope_accuracy_stderr","pope_pop/pope_f1_score","pope_pop/pope_f1_score_stderr","pope_pop/pope_precision","pope_pop/pope_precision_stderr","pope_pop/pope_recall","pope_pop/pope_recall_stderr","pope_pop/pope_yes_ratio","pope_pop/pope_yes_ratio_stderr","vqav2_val_lite/alias","vqav2_val_lite/exact_match","vqav2_val_lite/exact_match_stderr"
"exp_run_9_thresh_1.00_0.70_0.10","finished","-","","","2024-12-31T17:20:53.000Z","3213","","1","[]","100000","1234","","llava","pretrained=liuhaotian/llava-v1.6-vicuna-7b","1234","0","1234","true","lmms-lab/MME","answer","<function mme_doc_to_text at 0x7fff08607b50>","<function mme_doc_to_visual at 0x7fff086075b0>","

","false","false","16","1","0","1","[""\n\n""]","
Answer the question with Yes or No.","","
Answer the question with Yes or No.",""," Answer:","","
Answer the question with Yes or No.",""," Answer:",""," Answer this question briefly[UNUSED_TOKEN_145]
[UNUSED_TOKEN_146]assistant
","[UNUSED_TOKEN_146]user
","[{""version"":0}]","[{""metric"":""mme_percetion_score"",""aggregation"":""utils.mme_aggregate_results"",""higher_is_better"":true},{""metric"":""mme_cognition_score"",""aggregation"":""utils.mme_aggregate_results"",""higher_is_better"":true}]","0","generate_until","<function mme_process_results at 0x7fff0864c160>","false","1","false"," ","mme","test","true","Full","lmms-lab/POPE","answer","<function pope_doc_to_text at 0x7fff08573250>","<function pope_doc_to_visual at 0x7fff0850dd80>","

","false","false","128","1","0","0","[""\n\n""]","[{""version"":0}]","[{""metric"":""pope_accuracy"",""aggregation"":""utils.pope_aggregate_accuracy"",""higher_is_better"":true},{""aggregation"":""utils.pope_aggregate_precision"",""higher_is_better"":true,""metric"":""pope_precision""},{""aggregation"":""utils.pope_aggregate_recall"",""higher_is_better"":true,""metric"":""pope_recall""},{""aggregation"":""utils.pope_aggregate_f1_score"",""higher_is_better"":true,""metric"":""pope_f1_score""},{""higher_is_better"":true,""metric"":""pope_yes_ratio"",""aggregation"":""utils.pope_aggregate_yes_ratio""}]","0","generate_until","<function pope_process_results at 0x7fff08573880>","false","1","false"," ","pope_pop","popular","true","vqav2_val","lmms-lab/LMMs-Eval-Lite","answer","<function vqav2_doc_to_text at 0x7fff085a2b00>","<function vqav2_doc_to_visual at 0x7fff085a29e0>","

","false","16","[""\n\n""]","
Answer the question using a single word or phrase.","","
Answer the question using a single word or phrase.","","[{""version"":0}]","[{""higher_is_better"":true,""ignore_punctuation"":true,""metric"":""exact_match"",""aggregation"":""mean"",""ignore_case"":true}]","0","generate_until","<function vqav2_process_results_val at 0x7fff085a2ef0>","false","1","false"," ","vqav2_val_lite","lite","mme","269.6428571428571","N/A","1475.0964385754305","N/A","pope_pop","0.8756666666666667","N/A","0.8628172122103714","N/A","0.9622641509433962","N/A","0.782","N/A","0.5","N/A","vqav2_val_lite","0.7372000000000003","0.018154103198061045"
"exp_run_8_thresh_1.00_0.70_0.30","finished","-","","","2024-12-31T16:18:39.000Z","3722","","1","[]","100000","1234","","llava","pretrained=liuhaotian/llava-v1.6-vicuna-7b","1234","0","1234","true","lmms-lab/MME","answer","<function mme_doc_to_text at 0x7fff08637370>","<function mme_doc_to_visual at 0x7fff08636dd0>","

","false","false","16","1","0","1","[""\n\n""]","
Answer the question with Yes or No.","","
Answer the question with Yes or No.",""," Answer:","","
Answer the question with Yes or No.",""," Answer:",""," Answer this question briefly[UNUSED_TOKEN_145]
[UNUSED_TOKEN_146]assistant
","[UNUSED_TOKEN_146]user
","[{""version"":0}]","[{""higher_is_better"":true,""metric"":""mme_percetion_score"",""aggregation"":""utils.mme_aggregate_results""},{""metric"":""mme_cognition_score"",""aggregation"":""utils.mme_aggregate_results"",""higher_is_better"":true}]","0","generate_until","<function mme_process_results at 0x7fff08637910>","false","1","false"," ","mme","test","true","Full","lmms-lab/POPE","answer","<function pope_doc_to_text at 0x7fff085b2a70>","<function pope_doc_to_visual at 0x7fff085413f0>","

","false","false","128","1","0","0","[""\n\n""]","[{""version"":0}]","[{""higher_is_better"":true,""metric"":""pope_accuracy"",""aggregation"":""utils.pope_aggregate_accuracy""},{""metric"":""pope_precision"",""aggregation"":""utils.pope_aggregate_precision"",""higher_is_better"":true},{""higher_is_better"":true,""metric"":""pope_recall"",""aggregation"":""utils.pope_aggregate_recall""},{""metric"":""pope_f1_score"",""aggregation"":""utils.pope_aggregate_f1_score"",""higher_is_better"":true},{""metric"":""pope_yes_ratio"",""aggregation"":""utils.pope_aggregate_yes_ratio"",""higher_is_better"":true}]","0","generate_until","<function pope_process_results at 0x7fff085b30a0>","false","1","false"," ","pope_pop","popular","true","vqav2_val","lmms-lab/LMMs-Eval-Lite","answer","<function vqav2_doc_to_text at 0x7fff08376320>","<function vqav2_doc_to_visual at 0x7fff08376200>","

","false","16","[""\n\n""]","
Answer the question using a single word or phrase.","","
Answer the question using a single word or phrase.","","[{""version"":0}]","[{""metric"":""exact_match"",""aggregation"":""mean"",""ignore_case"":true,""higher_is_better"":true,""ignore_punctuation"":true}]","0","generate_until","<function vqav2_process_results_val at 0x7fff08376710>","false","1","false"," ","vqav2_val_lite","lite","mme","279.2857142857143","N/A","1477.0078031212486","N/A","pope_pop","0.88","N/A","0.868995633187773","N/A","0.9567307692307692","N/A","0.796","N/A","0.5","N/A","vqav2_val_lite","0.7576000000000004","0.017615478709940343"
"exp_run_8_thresh_1.00_0.70_0.30","finished","-","","","2024-12-31T16:18:39.000Z","3718","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"exp_run_7_thresh_1.00_0.70_0.50","finished","-","","","2024-12-31T15:08:52.000Z","4174","","1","[]","100000","1234","","llava","pretrained=liuhaotian/llava-v1.6-vicuna-7b","1234","0","1234","true","lmms-lab/MME","answer","<function mme_doc_to_text at 0x7fff08637370>","<function mme_doc_to_visual at 0x7fff08636dd0>","

","false","false","16","1","0","1","[""\n\n""]","
Answer the question with Yes or No.","","
Answer the question with Yes or No.",""," Answer:","","
Answer the question with Yes or No.",""," Answer:",""," Answer this question briefly[UNUSED_TOKEN_145]
[UNUSED_TOKEN_146]assistant
","[UNUSED_TOKEN_146]user
","[{""version"":0}]","[{""metric"":""mme_percetion_score"",""aggregation"":""utils.mme_aggregate_results"",""higher_is_better"":true},{""aggregation"":""utils.mme_aggregate_results"",""higher_is_better"":true,""metric"":""mme_cognition_score""}]","0","generate_until","<function mme_process_results at 0x7fff08637910>","false","1","false"," ","mme","test","true","Full","lmms-lab/POPE","answer","<function pope_doc_to_text at 0x7fff085b2a70>","<function pope_doc_to_visual at 0x7fff085413f0>","

","false","false","128","1","0","0","[""\n\n""]","[{""version"":0}]","[{""aggregation"":""utils.pope_aggregate_accuracy"",""higher_is_better"":true,""metric"":""pope_accuracy""},{""metric"":""pope_precision"",""aggregation"":""utils.pope_aggregate_precision"",""higher_is_better"":true},{""higher_is_better"":true,""metric"":""pope_recall"",""aggregation"":""utils.pope_aggregate_recall""},{""higher_is_better"":true,""metric"":""pope_f1_score"",""aggregation"":""utils.pope_aggregate_f1_score""},{""metric"":""pope_yes_ratio"",""aggregation"":""utils.pope_aggregate_yes_ratio"",""higher_is_better"":true}]","0","generate_until","<function pope_process_results at 0x7fff085b30a0>","false","1","false"," ","pope_pop","popular","true","vqav2_val","lmms-lab/LMMs-Eval-Lite","answer","<function vqav2_doc_to_text at 0x7fff08376320>","<function vqav2_doc_to_visual at 0x7fff08376200>","

","false","16","[""\n\n""]","
Answer the question using a single word or phrase.","","
Answer the question using a single word or phrase.","","[{""version"":0}]","[{""ignore_punctuation"":true,""metric"":""exact_match"",""aggregation"":""mean"",""ignore_case"":true,""higher_is_better"":true}]","0","generate_until","<function vqav2_process_results_val at 0x7fff08376710>","false","1","false"," ","vqav2_val_lite","lite","mme","252.8571428571429","N/A","1468.078931572629","N/A","pope_pop","0.882","N/A","0.8715529753265602","N/A","0.9562101910828026","N/A","0.8006666666666666","N/A","0.5","N/A","vqav2_val_lite","0.7588000000000003","0.017573353849822233"
"exp_run_7_thresh_1.00_0.70_0.50","finished","-","","","2024-12-31T15:08:52.000Z","4169","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"exp_run_6_thresh_1.00_0.70_0.70","finished","-","","","2024-12-31T13:51:11.000Z","4643","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"exp_run_6_thresh_1.00_0.70_0.70","finished","-","","","2024-12-31T13:51:11.000Z","4648","","1","[]","100000","1234","","llava","pretrained=liuhaotian/llava-v1.6-vicuna-7b","1234","0","1234","true","lmms-lab/MME","answer","<function mme_doc_to_text at 0x7fff08657b50>","<function mme_doc_to_visual at 0x7fff086575b0>","

","false","false","16","1","0","1","[""\n\n""]","
Answer the question with Yes or No.","","
Answer the question with Yes or No.",""," Answer:","","
Answer the question with Yes or No.",""," Answer:",""," Answer this question briefly[UNUSED_TOKEN_145]
[UNUSED_TOKEN_146]assistant
","[UNUSED_TOKEN_146]user
","[{""version"":0}]","[{""metric"":""mme_percetion_score"",""aggregation"":""utils.mme_aggregate_results"",""higher_is_better"":true},{""metric"":""mme_cognition_score"",""aggregation"":""utils.mme_aggregate_results"",""higher_is_better"":true}]","0","generate_until","<function mme_process_results at 0x7fff086a0160>","false","1","false"," ","mme","test","true","Full","lmms-lab/POPE","answer","<function pope_doc_to_text at 0x7fff0857b250>","<function pope_doc_to_visual at 0x7fff08511d80>","

","false","false","128","1","0","0","[""\n\n""]","[{""version"":0}]","[{""aggregation"":""utils.pope_aggregate_accuracy"",""higher_is_better"":true,""metric"":""pope_accuracy""},{""metric"":""pope_precision"",""aggregation"":""utils.pope_aggregate_precision"",""higher_is_better"":true},{""aggregation"":""utils.pope_aggregate_recall"",""higher_is_better"":true,""metric"":""pope_recall""},{""metric"":""pope_f1_score"",""aggregation"":""utils.pope_aggregate_f1_score"",""higher_is_better"":true},{""higher_is_better"":true,""metric"":""pope_yes_ratio"",""aggregation"":""utils.pope_aggregate_yes_ratio""}]","0","generate_until","<function pope_process_results at 0x7fff0857b880>","false","1","false"," ","pope_pop","popular","true","vqav2_val","lmms-lab/LMMs-Eval-Lite","answer","<function vqav2_doc_to_text at 0x7fff085aab00>","<function vqav2_doc_to_visual at 0x7fff085aa9e0>","

","false","16","[""\n\n""]","
Answer the question using a single word or phrase.","","
Answer the question using a single word or phrase.","","[{""version"":0}]","[{""metric"":""exact_match"",""aggregation"":""mean"",""ignore_case"":true,""higher_is_better"":true,""ignore_punctuation"":true}]","0","generate_until","<function vqav2_process_results_val at 0x7fff085aaef0>","false","1","false"," ","vqav2_val_lite","lite","mme","269.6428571428571","N/A","1466.7278911564624","N/A","pope_pop","0.883","N/A","0.872224244630506","N/A","0.9607056936647956","N/A","0.7986666666666666","N/A","0.5","N/A","vqav2_val_lite","0.7562000000000002","0.017734490246087586"
"exp_run_5_thresh_1.00_0.70_1.00","finished","-","","","2024-12-31T12:03:08.000Z","6463","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"exp_run_5_thresh_1.00_0.70_1.00","finished","-","","","2024-12-31T12:03:08.000Z","6470","","1","[]","100000","1234","","llava","pretrained=liuhaotian/llava-v1.6-vicuna-7b","1234","0","1234","true","lmms-lab/MME","answer","<function mme_doc_to_text at 0x7fff08677370>","<function mme_doc_to_visual at 0x7fff08676dd0>","

","false","false","16","1","0","1","[""\n\n""]","
Answer the question with Yes or No.","","
Answer the question with Yes or No.",""," Answer:","","
Answer the question with Yes or No.",""," Answer:",""," Answer this question briefly[UNUSED_TOKEN_145]
[UNUSED_TOKEN_146]assistant
","[UNUSED_TOKEN_146]user
","[{""version"":0}]","[{""metric"":""mme_percetion_score"",""aggregation"":""utils.mme_aggregate_results"",""higher_is_better"":true},{""metric"":""mme_cognition_score"",""aggregation"":""utils.mme_aggregate_results"",""higher_is_better"":true}]","0","generate_until","<function mme_process_results at 0x7fff08677910>","false","1","false"," ","mme","test","true","Full","lmms-lab/POPE","answer","<function pope_doc_to_text at 0x7fff085b2a70>","<function pope_doc_to_visual at 0x7fff085393f0>","

","false","false","128","1","0","0","[""\n\n""]","[{""version"":0}]","[{""metric"":""pope_accuracy"",""aggregation"":""utils.pope_aggregate_accuracy"",""higher_is_better"":true},{""higher_is_better"":true,""metric"":""pope_precision"",""aggregation"":""utils.pope_aggregate_precision""},{""higher_is_better"":true,""metric"":""pope_recall"",""aggregation"":""utils.pope_aggregate_recall""},{""metric"":""pope_f1_score"",""aggregation"":""utils.pope_aggregate_f1_score"",""higher_is_better"":true},{""metric"":""pope_yes_ratio"",""aggregation"":""utils.pope_aggregate_yes_ratio"",""higher_is_better"":true}]","0","generate_until","<function pope_process_results at 0x7fff085b30a0>","false","1","false"," ","pope_pop","popular","true","vqav2_val","lmms-lab/LMMs-Eval-Lite","answer","<function vqav2_doc_to_text at 0x7fff08372320>","<function vqav2_doc_to_visual at 0x7fff08372200>","

","false","16","[""\n\n""]","
Answer the question using a single word or phrase.","","
Answer the question using a single word or phrase.","","[{""version"":0}]","[{""aggregation"":""mean"",""ignore_case"":true,""higher_is_better"":true,""ignore_punctuation"":true,""metric"":""exact_match""}]","0","generate_until","<function vqav2_process_results_val at 0x7fff08372710>","false","1","false"," ","vqav2_val_lite","lite","mme","288.57142857142856","N/A","1451.4889955982394","N/A","pope_pop","0.8826666666666667","N/A","0.8709677419354839","N/A","0.96742671009772","N/A","0.792","N/A","0.5","N/A","vqav2_val_lite","0.7740000000000002","0.017119408526482253"
"exp_run_4_thresh_1.00_1.00_0.10","finished","-","","","2024-12-31T11:05:02.000Z","3472","","1","[]","100000","1234","","llava","pretrained=liuhaotian/llava-v1.6-vicuna-7b","1234","0","1234","true","lmms-lab/MME","answer","<function mme_doc_to_text at 0x7fff08613b50>","<function mme_doc_to_visual at 0x7fff086135b0>","

","false","false","16","1","0","1","[""\n\n""]","
Answer the question with Yes or No.","","
Answer the question with Yes or No.",""," Answer:","","
Answer the question with Yes or No.",""," Answer:",""," Answer this question briefly[UNUSED_TOKEN_145]
[UNUSED_TOKEN_146]assistant
","[UNUSED_TOKEN_146]user
","[{""version"":0}]","[{""metric"":""mme_percetion_score"",""aggregation"":""utils.mme_aggregate_results"",""higher_is_better"":true},{""metric"":""mme_cognition_score"",""aggregation"":""utils.mme_aggregate_results"",""higher_is_better"":true}]","0","generate_until","<function mme_process_results at 0x7fff08658160>","false","1","false"," ","mme","test","true","Full","lmms-lab/POPE","answer","<function pope_doc_to_text at 0x7fff08573250>","<function pope_doc_to_visual at 0x7fff08511d80>","

","false","false","128","1","0","0","[""\n\n""]","[{""version"":0}]","[{""metric"":""pope_accuracy"",""aggregation"":""utils.pope_aggregate_accuracy"",""higher_is_better"":true},{""metric"":""pope_precision"",""aggregation"":""utils.pope_aggregate_precision"",""higher_is_better"":true},{""aggregation"":""utils.pope_aggregate_recall"",""higher_is_better"":true,""metric"":""pope_recall""},{""metric"":""pope_f1_score"",""aggregation"":""utils.pope_aggregate_f1_score"",""higher_is_better"":true},{""higher_is_better"":true,""metric"":""pope_yes_ratio"",""aggregation"":""utils.pope_aggregate_yes_ratio""}]","0","generate_until","<function pope_process_results at 0x7fff08573880>","false","1","false"," ","pope_pop","popular","true","vqav2_val","lmms-lab/LMMs-Eval-Lite","answer","<function vqav2_doc_to_text at 0x7fff085a6b00>","<function vqav2_doc_to_visual at 0x7fff085a69e0>","

","false","16","[""\n\n""]","
Answer the question using a single word or phrase.","","
Answer the question using a single word or phrase.","","[{""version"":0}]","[{""ignore_case"":true,""higher_is_better"":true,""ignore_punctuation"":true,""metric"":""exact_match"",""aggregation"":""mean""}]","0","generate_until","<function vqav2_process_results_val at 0x7fff085a6ef0>","false","1","false"," ","vqav2_val_lite","lite","mme","265","N/A","1446.249199679872","N/A","pope_pop","0.8773333333333333","N/A","0.8656934306569343","N/A","0.9564516129032258","N/A","0.7906666666666666","N/A","0.5","N/A","vqav2_val_lite","0.7376000000000003","0.01820976856916871"
"exp_run_4_thresh_1.00_1.00_0.10","finished","-","","","2024-12-31T11:05:01.000Z","3469","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"exp_run_3_thresh_1.00_1.00_0.30","finished","-","","","2024-12-31T10:01:28.000Z","3796","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"exp_run_3_thresh_1.00_1.00_0.30","finished","-","","","2024-12-31T10:01:28.000Z","3801","","1","[]","100000","1234","","llava","pretrained=liuhaotian/llava-v1.6-vicuna-7b","1234","0","1234","true","lmms-lab/MME","answer","<function mme_doc_to_text at 0x7fff08637370>","<function mme_doc_to_visual at 0x7fff08636dd0>","

","false","false","16","1","0","1","[""\n\n""]","
Answer the question with Yes or No.","","
Answer the question with Yes or No.",""," Answer:","","
Answer the question with Yes or No.",""," Answer:",""," Answer this question briefly[UNUSED_TOKEN_145]
[UNUSED_TOKEN_146]assistant
","[UNUSED_TOKEN_146]user
","[{""version"":0}]","[{""metric"":""mme_percetion_score"",""aggregation"":""utils.mme_aggregate_results"",""higher_is_better"":true},{""metric"":""mme_cognition_score"",""aggregation"":""utils.mme_aggregate_results"",""higher_is_better"":true}]","0","generate_until","<function mme_process_results at 0x7fff08637910>","false","1","false"," ","mme","test","true","Full","lmms-lab/POPE","answer","<function pope_doc_to_text at 0x7fff085b2a70>","<function pope_doc_to_visual at 0x7fff085413f0>","

","false","false","128","1","0","0","[""\n\n""]","[{""version"":0}]","[{""metric"":""pope_accuracy"",""aggregation"":""utils.pope_aggregate_accuracy"",""higher_is_better"":true},{""metric"":""pope_precision"",""aggregation"":""utils.pope_aggregate_precision"",""higher_is_better"":true},{""aggregation"":""utils.pope_aggregate_recall"",""higher_is_better"":true,""metric"":""pope_recall""},{""aggregation"":""utils.pope_aggregate_f1_score"",""higher_is_better"":true,""metric"":""pope_f1_score""},{""higher_is_better"":true,""metric"":""pope_yes_ratio"",""aggregation"":""utils.pope_aggregate_yes_ratio""}]","0","generate_until","<function pope_process_results at 0x7fff085b30a0>","false","1","false"," ","pope_pop","popular","true","vqav2_val","lmms-lab/LMMs-Eval-Lite","answer","<function vqav2_doc_to_text at 0x7fff0837a320>","<function vqav2_doc_to_visual at 0x7fff0837a200>","

","false","16","[""\n\n""]","
Answer the question using a single word or phrase.","","
Answer the question using a single word or phrase.","","[{""version"":0}]","[{""ignore_punctuation"":true,""metric"":""exact_match"",""aggregation"":""mean"",""ignore_case"":true,""higher_is_better"":true}]","0","generate_until","<function vqav2_process_results_val at 0x7fff0837a710>","false","1","false"," ","vqav2_val_lite","lite","mme","273.57142857142856","N/A","1500.0103041216487","N/A","pope_pop","0.885","N/A","0.8747731397459165","N/A","0.9601593625498008","N/A","0.8033333333333333","N/A","0.5","N/A","vqav2_val_lite","0.7650000000000002","0.01734218852988314"
"exp_run_2_thresh_1.00_1.00_0.50","finished","-","","","2024-12-31T08:47:38.000Z","4417","","1","[]","100000","1234","","llava","pretrained=liuhaotian/llava-v1.6-vicuna-7b","1234","0","1234","true","lmms-lab/MME","answer","<function mme_doc_to_text at 0x7fff08637250>","<function mme_doc_to_visual at 0x7fff08636cb0>","

","false","false","16","1","0","1","[""\n\n""]","
Answer the question with Yes or No.","","
Answer the question with Yes or No.",""," Answer:","","
Answer the question with Yes or No.",""," Answer:",""," Answer this question briefly[UNUSED_TOKEN_145]
[UNUSED_TOKEN_146]assistant
","[UNUSED_TOKEN_146]user
","[{""version"":0}]","[{""metric"":""mme_percetion_score"",""aggregation"":""utils.mme_aggregate_results"",""higher_is_better"":true},{""metric"":""mme_cognition_score"",""aggregation"":""utils.mme_aggregate_results"",""higher_is_better"":true}]","0","generate_until","<function mme_process_results at 0x7fff086377f0>","false","1","false"," ","mme","test","true","Full","lmms-lab/POPE","answer","<function pope_doc_to_text at 0x7fff085b2950>","<function pope_doc_to_visual at 0x7fff0853d2d0>","

","false","false","128","1","0","0","[""\n\n""]","[{""version"":0}]","[{""aggregation"":""utils.pope_aggregate_accuracy"",""higher_is_better"":true,""metric"":""pope_accuracy""},{""metric"":""pope_precision"",""aggregation"":""utils.pope_aggregate_precision"",""higher_is_better"":true},{""metric"":""pope_recall"",""aggregation"":""utils.pope_aggregate_recall"",""higher_is_better"":true},{""higher_is_better"":true,""metric"":""pope_f1_score"",""aggregation"":""utils.pope_aggregate_f1_score""},{""metric"":""pope_yes_ratio"",""aggregation"":""utils.pope_aggregate_yes_ratio"",""higher_is_better"":true}]","0","generate_until","<function pope_process_results at 0x7fff085b2f80>","false","1","false"," ","pope_pop","popular","true","vqav2_val","lmms-lab/LMMs-Eval-Lite","answer","<function vqav2_doc_to_text at 0x7fff08372200>","<function vqav2_doc_to_visual at 0x7fff083720e0>","

","false","16","[""\n\n""]","
Answer the question using a single word or phrase.","","
Answer the question using a single word or phrase.","","[{""version"":0}]","[{""ignore_case"":true,""higher_is_better"":true,""ignore_punctuation"":true,""metric"":""exact_match"",""aggregation"":""mean""}]","0","generate_until","<function vqav2_process_results_val at 0x7fff083725f0>","false","1","false"," ","vqav2_val_lite","lite","mme","266.7857142857143","N/A","1478.0637254901962","N/A","pope_pop","0.8843333333333333","N/A","0.8741385564018862","N/A","0.958631662688942","N/A","0.8033333333333333","N/A","0.5","N/A","vqav2_val_lite","0.7598000000000003","0.01750602301161997"
"exp_run_2_thresh_1.00_1.00_0.50","finished","-","","","2024-12-31T08:47:38.000Z","4413","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"exp_run_1_thresh_1.00_1.00_0.70","finished","-","","","2024-12-31T07:23:20.000Z","5041","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
